text;emotion
yeah except he  EddieIzzard is for  remain lol so who has no grasp on reality?  Brexit all the way  VoteLeave;fear
If  Carlsberg made  carcrashtv  EddieIzzard would be the star of it :D  bbcqt  Brexit …;fear
at least you'd be able to vote them out if they tried to do that whereas you have no say in  EU rules  Brexit;anger
RoyBailey I don't know how you dare! none of you have the slightest idea about  WorkingClass life! edmiliband  Brexit;joy
I keep missing where you tell us how much your  EU pension is worth on a weekly basis tell us again  MoneyForOldRope  Brexit;sadness
Remember this dear friends, when you cast your vote for  Brexit you are not only  TakingBackControl of the  UK you will be liberating europe;sadness
The weasel  DavidCameron is turning the thumbscrews on  Brexiteers, threatening more cuts, take no notice he will be gone soon!  Brexit;fear
Frankly who cares what  ArchbishopOfCanterbury is going to do, he is an  OutOfTouch irrelevance!  Brexit  VoteLeave;fear
 SamCams dad rakes in £350K a year in  EU subsidies, that's nearly £1000 per day, no wonder they want to stay in the  EU  Voteleave  Brexit;sadness
No we don't!  Brexit;fear
cratic which is half the reason we want to leave the  EU.  Brexit;fear
whatever recession comes after  Brexit will soon be settled & then it's onwards & upwards for the  UK while  eurozone melts;anger
Our Daily Brexit: Don’t worry if the economy collapses, Boris will say sorry! .V2lcdpnz5nk.twitter …;fear
Las manos fuertes del mercado de divisas se posicionan por el no al 'Brexit';fear
"Noche de taquicardia con el Brexit: no habrá resultados hasta el viernes a la hora del desayuno"" """;fear
 Finanzaufsicht warnt vor  Brexit => …;fear
I just hope my family and I dont suffer ANY CUTS if Brexit goes ahead because of idiots thinking they can somehow stop immigration.;fear
 EUreferendum live:  Cameron accuses Leave of telling six 'complete untruths' …  Brexit  EURefReady;joy
 SolHaber 'Brexit' yanlıları MI5 ile hükümetin karşı propaganda yaptığına inanıyor;fear
Salmei, Dalmei, Adomei  Brexit;anger
Don't wait for the 23rd, close the borders now...DO NOT let those England fans back into the UK  Brexit  Euro2016  ENG  EUref;fear
España sabe que no le conviene el ‘Brexit’;fear
„ Brexit: Everything you wanted to know“ von WSJ …;sadness
Para La Vanguardia es más importante el BREXIT y no sé que unos túneles. pic.twitter.com/QZnR4YhkCN;fear
Brexit: Why a vote to leave the EU is bad news for the climate | Climate Home - climate change news via ClimateHome;fear
How the young, those most affected by Brexit are voting.. … … pic.twitter.com/JpVv3eT7hk;fear
Apocalypse now  Brexit :) …;fear
been staying off Twitter so I can refrain from commenting on  EUref but my irony meter exploded this morning re pensions risk of  Brexit;fear
Do you think  Brexit referendum will change Julian Assange's situation ???;joy
 Brexit The EU is falling apart economically There are EU countries with huge debts They want UK 'in' to help pay for this massive debt!;fear
The European Union EU That is why currently all the Eastern Migrants are heading for Great Britain .. Read the News!  Brexit Vote UK OUT !!;fear
 Bremain  AviationEmissions  ClimateChange …;fear
"If you wouldn't know better both Brexit"" and ""Credit Crunch"" sound like delicious cereal brands """;sadness
"Brexit will lead to fracking free-for-all"" -... """;sadness
Let's hope JohnMannMP follows his  Brexit vote with an eXit from  Labour so he can devote all his time to TheSun! …;anger
“This is Thatcherism on steroids, hooked up to a big-data processor.”  Brexit rooted in her malevolent legacy!;fear
" Brexit please!! Dijsselbloem wil sterkere rol Britten in EU"" …""";joy
jamiestarr1uk  brexitthemovie  Brexit  Boris  Hypocrite …;fear
 Teasing pour tout savoir sur le référendum  Brexit  Bremain, je conseille l'émission de Demorand sur franceinter ce jeudi 23 de 18 à 20h..;anger
Your average  Brexit  EULeave voter. Don't let it be them.  EUremain  Bremain  EUrefpic.twitter.com/duSPTbqvcm;fear
Don't  Brexit. Your house will drop in value & you'll be unable to send your children to university.  VoteRemainpic.twitter.com/9kM1Qm7LAa;sadness
Official:  UK to be rendered irrelevant in the deep impact event of  brexit. So  VoteRemain to save our souls.pic.twitter.com/AbFKN4XEXE;fear
Voces de la cultura contra el ‘Brexit’ pic.twitter.com/9wpcBR4QgY;joy
Strong  GreenLeaves arguments at  Oval market hustings today. Eloquent on how EU undermines human rights.  Brexit pic.twitter.com/DTeKpdsI12;fear
As a  Brexiteer, I've been much cheered up tonight by 's Brexit declaration & Prof John Curtice's encouraging  newsnight analysis;fear
Looking to a bright future with pride and confidence in the people of Great Britain after Brexit. We the people make the Great in Britain;fear
What total&utter bollocks!Leave's campaign preying on fears&racism of certain demographics is deplorable  Brexit …;anger
Where Beckham stands on EU referendum: David Beckham has weighed in on Brexit ahead of Britain's crucial refe...;anger
How many years did UK exist before the the EU? I think the puppies will be just fine.  Brexit;fear
 ab Los periódicos británicos toman partido en el referéndum sobre el ‘Brexit’;fear
Idea: if  brexit passes, we kick all the British teams out of the Euro Cup.;fear
Canadian Brexit impact part fear, part reality: Don Pittis - At first glance it seems crazy that Canadian marke...;sadness
Κατά του Brexit ο Μπέκαμ! - pic.twitter.com/OvSOOxOGHm;fear
visst blev det en rekyl.. Men från & med nu fram till vi vet om det blir brexit eller bremain så tror jag att vi får ett;fear
Soros: Brexit could trigger 'Black Friday' — and a recession: A decision by Britain to exit the EU would trig...;fear
Paura  Brexit, l’Europa brucia 174 miliardi …;anger
 Brexit;fear
. bbrennan83 tilstonlunel indeed it was bright, Europarl_EN banned those colors years ago, it tasted excellent thought  Brexit  Cakexit;fear
D_DeGea No diga BREXIT sino GEXIT de la Roja.;fear
I assume Boris the Buffoon is changing political parties to  Labour the way he's bashing  FTSE100 bosses?  Brexit BBCOne;fear
Just for the record, I am proud to be a European, and I really, really want to stay one.  Bremain;fear
"Been hearing about the Brexit"" vote in Great Britain? Here are 4 reasons why Americans should care about it: """;fear
 Brexit LEAVE Big Government + Central Banks = Armageddon. Just say NO to the new world order;fear
it is not free. France billed the UK. No reason for that agreement to end after  Brexit;fear
The big Internationals will suffer. This is why you are concerned. UK being raped by foreign companies  Brexit;fear
This is where the EU fails. It will not permit member states to have their own laws  brexit;sadness
We need less tax not more. No MEPs, no Brussels, less expenditure  brexit;fear
yet EU has still not banned GMO. What is the point of research if you do not listen to it  brexit;fear
Anyone seen Theresa may? She seems to be awol  brexit  voteleavepic.twitter.com/vqbIfZWZrz;fear
investing in a terrorist state. Whilst UK infrustructure collapses!  brexit;fear
 Brexit and we all know David Beckham suffers a daily commute and is very bright;fear
I used to think this was a real account, but its a paridy isn't it, it's got to be  Brexit;fear
So isses, wenn Brexit Schule macht, ist Deutschland arm dran, sehr arm. Und Freunde haben wir nicht mehr.  Merkel …;anger
BRITAIN SPOOKED: Destruction of  UK economy by  Brexit  EURef appears to be underway, with small firms reporting 'incomes falling to zero'.;anger
Just ordered my Independence Whisky.  brexit Penderyn Independence Special Edition Single Malt Whisky …;fear
EU referendum / brexit betting: who’s winning in organic search?: With the referendum on Britain’s membership...;fear
Latest: A purr-fect union? Cats war over 'Brexit' on social media  Wildlife;anger
MikkiL Remain and Bright, that's a laugh.  Brexit;fear
uk5am jeremycorbyn Pity Labour party left the working class behind a long time ago, really glad I left them for  UKIP  Brexit;fear
.... and it will only get worse. Lets stop being their cash cow and  Brexit;anger
Most of my posts now will be directly to the Remain supporters.  Brexit;fear
EU referendum poll tracker: Is Britain heading for Brexit? ICID=sharebar_twitter …;fear
The canary in the mine is already starting to fall over - as  hiring slows in  UK before the  Brexit happens. …;fear
". SilvanoSalviato X DOMANI SI TENGONO LA BOMBA""..IL TE' IN CASO DI  Brexit AUMENTERA' DEL 700%..""";joy
The Best Explanation of Brexit You'll Get;anger
"Jeremy Corbyn: Why I Am Voting for Britain to Remain"" in European Union in Historic  Brexit Vote … via democracynow""";sadness
Sidste britiske tv-debat afsluttet: EU-tilhængerne udfordrede Brexit-fortalere på indvandring;fear
flew in from his island to preach to the ordinary folk  Brexit;fear
"he's getting desperate attacking an elected MP ELECTED "" get it sugar not unelected  Brexit""";fear
June 23, God bless, GOOD LUCK!!  BREXIT from the USA, our Friends!! Do it!! …;fear
Hold your tongues: why language learners fear a vote for Brexit: …;fear
Not overly excited by Brexit vote until it was pointed out that a leave vote would probably cause Cameron to resign  leave  Brexit;fear
Are We Nearing the End of the EU Experiment? tip  Brexit  eurozone  europe  eu  uk;fear
Tiny Tilt in 'Brexit' Polls Roils Global Markets - Wall Street Journal  headlinenews  news;fear
Athena Consulting Times is out! …  brexit  euref;fear
The unions don't know shit. Take their fees and when it comes down to it do sweet FA  brexit;anger
Is Mystic Meg for Brexit?;fear
If only it had been a legitimate concern for the last few Governments then we wouldn't even be close to a  Brexit!;fear
Jeez the 'Leave' tv advert for the Euro referendum is shockingly poor. It's like something from the demon headmaster  Brexit;fear
Can the  Brexit campaign at least agree on what size of town is migrating here? One minute Newcastle, another Swindon. Bullshit-ville;sadness
Potential Brexit and potential Trump victory would affect crowds of people on Earth who don´t have right to vote in either of these events.;fear
Jiný pohled: Izraelský kamarád: Co je Brexit? Já:zkratka z Britain a exit. Kamarád:aha, tak to už jsme v Izraeli měli;fear
Dear paranoid  Brexit supporters. Make sure that the Government doesn't alter your vote by not actually voting.;fear
 Brexit …;fear
Bund  Brexit rally puts zero yield firmly in sight pic.twitter.com/x3A9Cvt7Tt;fear
 englandfans always find trouble. Can the rest of Europe vote on a  Brexit ?;fear
The single most shocking thing about this debate is David Dimblebys tie!!  Brexit  BBCDebate;fear
 Brexit, that. …;anger
We can help Greece after BREXIT and fuck Brussels …;fear
Well done Paul: I am a ret Teacher: contacted 1000s of ex pupils showing why we must BREXIT for freedom/democracy …;anger
" UK 1freetruth: The Battle of The  Brexit: EU Referendum """"";sadness
Remember-Accurate stats are important to the Tories when it comes to  Brexit but not when they concern the poor and food banks;fear
 r4today The prospect of little bit of austerity for friends of this show is galvanising them over  Brexit 'That's only for the poor!';fear
Media generally say if  Remain wins it is triumph for Cameron-While if it is  Brexit then it is Corbyn's fault;fear
 brexit will introduce Aussie points system for immigration. How exactly ? They're not the Government  Farage isn't even an MP  andrewmarr;fear
Given that  Brexit could well lead to further referenda I'd say the Euro would tank and accelerate its demise;anger
Last night I saw our glorious leader saying saying state pensions would be at risk with  Brexit. Now its bus passes. What next, allotments?;fear
Why does the In Campaign always get the final word. Propaganda till the end. Vote Out  Brexit;fear
The Brexit crash will make all of you poorer – be warned …;fear
Will England be allowed to enter euro2020 should we decide to leave the EU?  Brexit think about that football fans.;fear
On Brexit: Osborne: House prices will be lower. Ashdown: Food will be cheaper. Rose: Wages will be higher. The Remain campaign..  bbcdebate;fear
"and the crowd are actually groaning and laughing at all the brexit slogans, cons and lies now, it;s very funny stuff";anger
 Brexit Song (F*ck the EU) - from John Oliver Last Week Tonight via YouTube;joy
"Il n'y a pas de bonnes solutions dans cette affaire de  Brexit"" dit JeanMarieCAVADA""";fear
Sir James Dyson- UK can create more jobs and wealth outside the EU …  EUref  Brexit  uk  eu;fear
EU referendum: Ex-military officers fighting for EU exit - …  euref  Brexit  uk  eu;joy
"BoJo says sterling would flourish if Britain leaves EU"" - …  eu  euref  Brexit  uk  borisjohnson  sterling""";fear
losing today will be a great first step to  Brexit;fear
 brexit les financiers européens s'inquiètent pour leur pognon ont rien à foutre des européens comme individus gèrent des flux financiers;fear
… UKIP  Brexit;fear
Is Brexit fever handing Bitcoin its moment in the sun? …;fear
 ITVEURef Angela Eagle's face every time Boris speaks  SeeYouJimmy  VoteLeave  Brexit pic.twitter.com/rRPYBaA7t5;anger
Draghi’den önemli Brexit mesajı …pic.twitter.com/l8FrmQVBl8;fear
Brexit referandumuna 2 gün kala anketler başa baş …pic.twitter.com/QISiqUzXUk;fear
3 SCREAMERS banging on about the EU protection of workers rights & jobs, tell that to STEEL/ FISH/FARMERS  BREXIT;anger
THIS GOVT WILL TELL YOU ANY LIES TO ENSURE THE EU CARRIES ON, DON'T LOOK BACK AND REGRET BEING CONNED ! THIS VOTE IS ABOUT FREEDOM. BREXIT;anger
ARE WE GOING TO ACCEPT THIS MAN THREATENING OUR PENSIONERS OR ARE WE GOING TO GIVE HIM HIS P45 ON THURSDAY ? BREXIT pic.twitter.com/oi40vSCBV6;fear
A desperately worried man !  Brexit;fear
MBS RECAP: Momentum Decidedly Shifts on Bonds and Brexit - Posted To: MBS CommentaryBond selling pressure follo...;fear
It's common sense that the EU will not want to give us a good trade deal post-  Brexit as they won't want to encourage more exits  BBCDebate;fear
Works much better than pushing fear - Europeans launch 'Hug a Brit' campaign …  Bremain;anger
Leaving EU Would Put 40 Years of Environmental Progress at Risk …  Bremain;sadness
Have received a nice job related to  remain and  brexit.....can it just be a tie and have a re-vote?;fear
at least it is not the mighty big tail leading the UK dog for  brexit;fear
Aktuelle Nachrichtensuche zu  Brexit -;fear
Aktuelle Nachrichtensuche zu  Brexit -;sadness
Aktuelle Nachrichtensuche zu  Brexit -;joy
Aktuelle Nachrichtensuche zu  Brexit -;anger
be bought into as it creates an 'opportunity'...think about the big picture and the old adage 'buy the rumour, sell the news'  brexit;fear
"is that because theyll no longer be able to expoilt cheap foreign labour George? ;-)  brexit";fear
you wont be able to negotiate with the EU after thursday if we remain in, you'll have lost your leverage  brexit;fear
 EU Referendum: To  Brexit or to not to Brexit?  Occupy  OWS  occupywallstreet  OccupyHQ  OccupyInfo  OWSinfo  Rev…;fear
The Battle of The  Brexit: EU Referendum  Occupy  OWS  occupywallstreet  OccupyHQ...;fear
Brexit Vote Now At Risk, The Markets & Gold React  Occupy  OWS  occupywallstreet...;anger
Transcript: Norman Lamont on the Brexit and the EU  Occupy  OWS  occupywallstreet...;anger
"Jeremy Corbyn: Why I Am Voting for Britain to Remain"" In European Union in Historic Brexit Vote  Occupy  OWS  occ…""";sadness
Brexit Now Looking Like It Will Probably Fail  Occupy  OWS  occupywallstreet  OccupyHQ...;fear
 Brexit Britain to Lose its Sovereignty forever if it stays in The EU  EUref  Occupy  OWS  occupywallstreet  Occup…;fear
"Last days for the Empire.  Brexit Lineares TV Bullshit. No Queen, no cry."" …""";fear
Yes they probably have after all they've run out of sensible ideas now (if any ever were sensible  Brexit;fear
go Boris go....  Brexit;anger
LogicalLorena It's only a matter of time before Blair mentions the leave campaign's weapons of mass destruction!  Brexit;fear
debbiesturgis1 Now Tony Blair had joined Remain, It will be only a matter of time before WMD are discovered in the  Brexit camp.;fear
This is the disturbing fact that Tories on both sides of the Brexit debate are avoiding … via thecanarysays;fear
"Jeremy Corbyn: Why I Am Voting for Britain to Remain"" In European Union in Historic Brexit Vote  Green  Eco  Sust…""";fear
Should I Stay or Should I Go? Brexit, Extortion, and the Path to Reform  Green  Eco...;fear
Beloved Geudfather not really in for direct voting or democracy But who cares ? He loves all.  Brexit  Bremain pic.twitter.com/PwzIPocbCa;joy
JuliaHB1 I've just read in the papers that Keith Chegwin has backed  Brexit. This could be the defining moment in the EU referendum.;fear
The Truth About  Brexit via YouTube;fear
Interesting.Brexit isnt about immigration,its about freedom, JFK to 911 on youtube explains the political corruption;sadness
Propaganda & corruption is rife in politics, Brexit a vote for democracy;fear
 Brexit would be the final nail in the empires coffin.;joy
 InOrOut  Brexit 1 million Turks secret passports. Leaked. … VOTE OUT;fear
One of Cameron’s biggest donors WITHDRAWS support over his ‘IRRESPONSIBLE’ EU campaign  brexit  InorOut;sadness
 VoteLeave  Brexit  InOrOutpic.twitter.com/UuE5wlSZEW;fear
I added a video to a YouTube playlist Last Week Tonight with John Oliver: Brexit (HBO);fear
jenny pike Posh and Becks on Brexit ...: jenny pike;anger
The Moment of Truth  brexit via YouTube;joy
Really interesting article, including what an Irish diplomat has to say about  Brexit and Scotland. …;fear
Clinton's at it too. Ludicrous & irresponsible to suggest that  NorthernIreland will destabilise due to  Brexit. …;fear
Leave the EU.  VoteLeave  brexit;fear
 GrandeBretagne. Un nouveau sondage donne le oui à un  Brexit | via ouestfrance …pic.twitter.com/GcyHhUyaEO;anger
 Brexit. Les 7 points à surveiller après la clôture du scrutin | via ouestfrance …pic.twitter.com/ts90c1hnmc;fear
 ITVEURef In my humble opinion  Leave  Brexit won this TV debate;anger
It's been fun to watch the  Brexit referendum panic stakeholders in maintaining the status quo. Sweat, rats.;anger
Oh dear. Attempts to tart up Angela Merkel & make her more likable to the British public haven't gone well.  Brexit pic.twitter.com/Q9b6ZIIcPH;fear
New on my blog: Hungarian thoughts in support of  Brexit · …pic.twitter.com/AxTgIYEcfS;fear
New on my blog: Hungarian thoughts in support of  Brexit · …pic.twitter.com/VRtxoUJHLy;fear
"Mrs. Clegg bashing  Brexit in Spanish media - says it promotes populism"". No surprises from her, then. …""";fear
You should ask him!  Brexit;fear
Quite an achievement to be the least credible person in this group Dave. Well done.  Brexit pic.twitter.com/FVdflhLLDe;sadness
Middle of the bat, sweet spot, ball still sailing over the pavilion. Well done Nigel - and Andrew.  Brexit It's happening. :);sadness
Absolutely correct. Brits are the most generous in the world, being 'mugs' is not the same thing. Enough.  Brexit …;fear
concessions on UK border/migrant controls from the EU shortly as they realise  Brexit is the real deal. Too late now I think/hope.;fear
You may be right. I think they'd dance naked down Piccadilly to keep their cushy jobs.  Brexit will kill the EU. We'll see. :);sadness
Watch & weep Merkel, Juncker et al. You'll never come close to matching this, or to taking it away from us.  Brexit pic.twitter.com/HqCBhLrz5m;anger
After watching Morgan bully that MP I am going to vote  Brexit What a terrible interview. Will now watch sky news in the mornings.  Brexit;fear
Can anyone tell me what exactly has the EU done for this country????  Brexit;fear
LOL, It's official! Nigel_Farage is our realDonaldTrump!  NeverHillary  VoteLeave  Brexit …;sadness
 Brexit …;anger
Contra 'Brexit', valores europeus importam mais que economia;sadness
Brexit: What does it mean for the US?;anger
Brexit pode causar uma 'Black Friday' nos mercados, diz Soros;fear
These big companies could be hurt by a Brexit;fear
Could the U.K. tech boom survive Brexit?;fear
'Brexit' pode gerar onda de demissões de jogadores de futebol: A campanha pela permanência do Reino Unido na ...;sadness
Here's what the VIX is saying about Brexit and volatility;fear
Well done that man.  Brexit An EU Army to face Russia Who do you think you are kidding, Mr Juncker via YouTube;fear
I'll bet Mr Major will have  EggAllOverHisFace...Again, eh Edwina? … Scumbags lecturing us again  BrexitForMe  Brexit;fear
The Bilders group have been armtwisting incessantly.  BrexitForMe  Brexit pic.twitter.com/oZvDeIeUbR;sadness
EU referendum: David Cameron accused of ‘gerrymandering’ as voter registration extended by 48 hours  Brexit …?;anger
Market Should Rally Today - 2 More Brexit Polls Flipped To “Stay” - Yellen Speak;fear
Home Secretary in Strangford today to hear how Brexit would impact our best businesses like mashdirect uuponlinepic.twitter.com/JrIhbupI4z;sadness
BorisJohnson was just amazing. Im so glad he took brexit on. I hope we walk away.  Brexit;fear
Смешат страшилки про  brexit: выйдет Англия из  ЕС, не выйдет, наш рынок все равно вырастет: на Западе не во что уже вкладывать  богданов;fear
Perfect: ‘Please Don’t Go,’  Germany’s Leading Magazine Urges  Britons -  UK  Brexit Napoleonlegal …;sadness
Cameron: Brexit would be permanent:;sadness
Last chance to  RegisterToVote Today. Are you  stayineurope or  VoteLeave Make your voice heard!  Brexit …;joy
La campaña por la permanencia en la UE amplía la brecha frente al “brexit”;fear
George Soros advierte días negros para la libra esterlina por el 'brexit';fear
Británicos en Benidorm ante el brexit: entre el miedo a la inmigración y el europeísmo;fear
leaveeuofficial  brexit Brexit: The Movie makes the case for Britain to LEAVE the EU.;fear
wew thunderfoot's views on brexit are like shapiro's views on trump;sadness
BUSINESS: CANADA STOCKS-TSX broadly higher as oil rises, Brexit fears recede - Reuters;fear
BUSINESS: How Europeans see a vote for Brexit - The Guardian;sadness
007 Carmaker Says Brexit To Boost Exports … vote_leave;fear
"A_Human_Crisis see what your Human"" rapists are doing?  A_Human_Crisis  Brexit …""";sadness
VoteLeaveUKIP But he avoided answering the audience question on us being part of a superstate.  Brexit …;fear
Infographic: How the UK has come to the brink of a  brexit;fear
More  ProjectFear from David_Cameron with what smacks of desperation & blind panic.  Brexit  LeaveEU …;fear
 economy Why you should care about the Brexit vote;joy
 economy The facts about Brexit and immigration;fear
AnAmerican4 pull up the drawbridge and save the UK.  Brexit;fear
"New DU Date Set; 48 Hours to Brexit Vote - Traders Prepare; 1003 News: Posted To: Pipeline PressTo...  mortgage";anger
 Brexit BREXIT v Yellen  VoteToLeave;fear
 Brexit A new forecasting method for the Brexit referendum  VoteToLeave;fear
 Brexit Gold Surges After Very Poor Jobs Number, Growing Risk Of BREXIT  VoteToLeave;fear
 Brexit BREAKING: Three migrants rescued from a boat in the Channel  EUref  EUreferendum;fear
 Brexit Dutch banks ready for Brexit, but central bank chief says 'no acute risk'  VoteLeave;sadness
 Brexit The impact of a Brexit on IP  VoteLeave;fear
 Brexit How would a Brexit affect online shopping from the EU  VoteLeave;joy
 Brexit Merkel set to ask UK to house MORE migrants? Germany to take in 500000 asylum seekers  StrongerIn  EUref;fear
 Brexit Gold Bars and Coins See UK Demand Jump On BREXIT Fears  VoteLeave;fear
 Brexit The EU Referendum: Brexit or Bremain?  VoteLeave;fear
 Brexit BREXIT poll shows 80% for Leave….then abruptly disappears  VoteLeave;fear
 Brexit Comment on Brexit: It's smarter to stay  VoteLeave;fear
 Brexit Brexit: New Poll Has “Leave” Ahead  VoteLeave;anger
 Brexit 19 Point Lead for “Leave” in Latest Brexit Poll is Nonsense  VoteLeave;fear
 Brexit Peak Project Fear: Brexit Will Cause Destruction of Western Civilisation  VoteLeave;anger
 Brexit How would a Brexit affect law firms in the UK?  VoteLeave;sadness
 Brexit Singles Club  VoteLeave;joy
 Brexit Brexit - The morning after the night before  VoteLeave;sadness
 Brexit Calais Migrants Storm The Tunnel Again  eurref  EUreferendum  StrongerIn;fear
 Brexit Police firing tear gas at migrants in Calais  EUref  EUreferendum  StrongerIn;sadness
swr3 toller von zeitonline Bleib bei uns, UK!Twittern Sie Ihre Songzeilen gegen den Brexit unter  WeCanWorkItOutpic.twitter.com/13myju9ewT;fear
Theme tune for  Brexit  VoteLeave;fear
Obgleich ich ein Primat bin, befürworte ich den  Brexit, danach den  Swexit, den  Grexit,  Portugexit,  Frexit ...und  DExit. 1/2;fear
Everything is reversable. It's called Revolution/Neuremberg 2.0. But first of all  Brexit  Nexit  Swexit …;anger
oder referendum UK ?  Brexit  Nexit …;fear
Lord Sugar likes Merkel/Juncker/Schauble/Schulz more? Idiot  Brexit …;fear
WWII vets plead with Brits ‘don’t give away what we fought for’ urging voters to back Brexit;fear
There is a crazy theory that a Brexit won't actually happen if the public votes for it PRISONPLANET;fear
On the fence for this  brexit business. I really don't know what to vote for.;fear
the whole responsibility lies with those of the Labour Party who wish to stay in  Brexit;sadness
Ist England im Falle des  Brexit auch nicht mehr in  EURO2016  em2016 ?  nursogefragt;anger
prestonlabour lancslabour more Labour IN leaflets being delivered on a sunny night in Cadley  VoteRemain pic.twitter.com/TF7QqkACoo;fear
prestonlabour LancsLabour postal vote forms are hitting the doorsteps in my area this morning and guess what I'm  VoteRemain;fear
How Investors Can Prepare For The Brexit Vote $ EWU $ EWUS $ FKU;fear
Fuck the EU and fuck dippy Dave piggy fucker vote leave  brexit;fear
