text;emotion
More  ProjectFear from David_Cameron with what smacks of desperation & blind panic.  Brexit  LeaveEU …;fear
When are politicians going to stop scaremongering and start telling us the benefits of staying? Oh yes, there aren't any.  Brexit;fear
"New DU Date Set; 48 Hours to Brexit Vote - Traders Prepare; 1003 News: Posted To: Pipeline PressTo...  mortgage";fear
 Brexit David Cameron Enters Panic Mode as Brexit Odds Surge To Highest Level  VoteToLeave;fear
 Brexit GLOBALIST BILDERBERG GROUP IN PANIC OVER BREXIT, CONSPIRES TO STOP BRITAIN FROM LEAVING EU  EUref;fear
 Brexit Stocks Slammed Red Post-Payrolls, Cable Tumbles After Shocking Brexit Poll  VoteLeave;fear
" Brexit 'Leave' Takes Shocking 19-Point Lead In Brexit Poll - If It Happens  VoteLeave""";fear
 Brexit Peak Project Fear: Brexit Will Cause Destruction of Western Civilisation  VoteLeave;fear
 Brexit Tusk: Brexit could threaten western political civilization  VoteLeave;fear
"John Oliver's ode to the UK and EU: Last Week Tonight"" host John Oliver makes the case for why Brexit would ... """;fear
UKIPNFKN This is Switzerland we are Great Britain big difference, stop being afraid believe in Britain  BetterOffOut  Brexit;fear
Nigel would chew up  Cameron and spit him out the only one afraid of l on l debate is Cameron  Brexit;fear
Another vodka please hic hic oh and vote  Remain trust me I am rich StrongerInPress  Brexit;fear
Honours for the corrupt typical of a corrupt PM  Cameron StrongerIn part of a campaign of lies and deceit vote  Brexit;fear
We hate  Merkel we hate  Juncker we hate being threatened and we want to rule ourselves  Brexit start your own ref! …;fear
 Cameron really has dementia he can't remember all the lies he tells StrongerIn  Remain  Brexit …;fear
 WayneDavid corrupt bully using the police to-do his dirty work StrongerIn  Remain  Brexit …;fear
The remain campaign of fear is getting more desperate each day.  VoteLeave  Brexit …;fear
WATCH ON  21WIRETV:  Brexit Fear Porn,  Gitmo Alumni,  UN Corrupted by  Saudis (9th June 2016) … ukcolumn 21WIRE;fear
Hitler used similar fear tactics and that didnt end well for him as it wont end well for  Cameron&Co either vote  Brexit;fear
'Why Brexit vote should worry Trump';fear
I think even if we vote to  Brexit the global elite are all against it they'll rig it to make it remain. They have an agenda to peruse.;fear
BREAKING NEWS: “the first referendum phone poll that has  VoteLeave in front”  TakeControl  Brexit;fear
 Bremain is not enough .We need start using Euro also;fear
 itveuref disgraceful  remain side using fear, abuse, personal attacks, dirty politics to scare voters  brexit;fear
yes trying for balance they are not telling the truth. They should be telling the truth about  Brexit lies.;fear
" HowardJacobson: There's a difference between being afraid of the unknown and being afraid of others.""  brexit  EUref  newsnight""";fear
'Cameron warns a Brexit would be an “irreversible” choice.' Right...everything in politics is permanent...(fear based politics at its best);fear
War veteran's dying wish was Leave vote to 'fight for this country'  Brexit.  EUref  LeaveEU;fear
Toby Young -Brexit: Facts Not Fear via YouTube  Brexit.  EUref  LeaveEU;fear
Ex-Norwegian Gov minister, Brits nothing to fear voting Brexit (20Jun16) via YouTube;fear
Channel 4 news factcheck blows apart Cameron/Osborne  Recession  Fear mongering > …  Brexit  EUref  UK;fear
 BREXIT Watch for $ ES_F 2077 to hold A strong break would be an alarm for $ SPY PUTS or $ VXX CALLS …;fear
Why The 'God Particle' Would Survive Brexit  News  Politics;fear
In Brexit vote, echoes of Trumpism minus Donald Trump  world  news  today;fear
UK-dependent U.S. companies downplay 'Brexit' worries  US  markets  news;fear
UK-dependent U.S. companies downplay 'Brexit' worries  industry  news;fear
UPDATE 3-German court ruling on ECB powers comforts bond markets before Brexit vote  US  markets  news;fear
UPDATE 3-German court ruling on ECB powers comforts bond markets before Brexit vote  US  markets  news;fear
Eastern European enclave in England fears 'Brexit' vote  news  today  world;fear
Forget Project Fear. Be positive. Choose dynamism. Choose Brexit  news  today  world;fear
"US STOCKS-Wall St rises on low rate bets; Brexit fears ebb  US  markets  news";fear
GLOBAL MARKETS-Brexit vote keeps investors on edge  company  news;fear
GLOBAL MARKETS-Brexit vote keeps investors on edge  company  news;fear
GLOBAL MARKETS-Brexit vote keeps investors on edge  US  markets  news;fear
BRIEF-ICE warns it may adjust circuit breakers before Brexit vote  company  news;fear
The United States views Brexit with varying degrees of horror, Trump aside - The Independent: T...  unitedstates;fear
 BBCDebate same old lies from Brexit so far;fear
No single market access for UK after Brexit, Wolfgang Schäuble says  brexit  news  eu;fear
"Nightmare  Brexit"" - a German documentary on Britain's strive to become a Great Nation again. In German: …  Germany""";fear
 3Novices : Belgium's WWII veterans worry about Brexit These resistance fighters used Britain as a rear base to ba…;fear
 3Novices : Brexit speculation shaking global economy: World Bank UK government estimates that economic losses ass…;fear
 3Novices : Copper gains as Brexit worries ease Copper and other base metals extend gains as concern that Britain …;fear
Yesterday's FTSE100 close when polls showed  Brexit ahead -where's the panic? | pic.twitter.com/Sv4AAMFhTR;fear
Flight of UK capital that large would be planned for months May be George_Osborne property tax laws &beneficial ownership laws not  Brexit;fear
Retweeted Nigel Farage ( Nigel_Farage): Chairman of JCB backs  Brexit. Don't believe government's scare stories...;fear
 Remain has trick up their sleeve to scare people into voting to remain last minute.  EU leaders saying they'd punish  UK etc.  Brexit;fear
If  EUref polls show  Brexit with a 10% lead, jeremycorbyn shldn't fear supporting leave He owes no loyalty to back stabber angelaeagle;fear
 Brexit, fight for hope, a brighter future  Remain are fighting using fear In  EUref choose your path carefully |;fear
Retweeted BeLeave (@beleaveuk): Lots of BeLeavers at tonight's debate at Wembley arena! Remember to use the hashtag  BeLeave too!;fear
Why Brexit vote should worry Donald Trump pic.twitter.com/SzEXimGDoZ;fear
Anyone considering  brexit should move up here during UEFAEURO Its awful when your not invited to the big party  Scotland;fear
Why the idea of '  Brexit' — Britain's exit from the European Union — is shaking up markets worldwide  referendum;fear
Harry Potter author JK Rowling uses Voldemort as a metaphor for Brexit … PRE EU EUROPE HAD MUCH LESS CRIME AND TERROR;fear
Of course the Central Banks may try to tank world markets to scare a remain vote.  very possible  brexit;fear
When considering  Brexit think about affects it would have on  Ireland and consequently,  UK. … Vote  NOBrexit;fear
I think that's all 3 UK teams (plus Ireland) through to next round of the Euros. Stick that in your flippin  brexit.;fear
If we remain in the EU we will have to start driving on the right and buy left hand cars within five years of the change  Brexit  pubfact;fear
YELLEN: A Brexit could shake global markets and have huge economic consequences - Busin...;fear
interesting that the less interviewer interaction the more chance leave...  shytory now shy  Brexit?;fear
Yes, BBCRadioWales , the future of the UK is in danger,  BREXIT or  REMAIN - because of LYING politicians.  TonyBliar  TheGreyMan;fear
The UK’s 200,000 Spanish expats worry about Brexit and call for back-up from their… …pic.twitter.com/BafY6YsoNf;fear
The UK’s 200,000 Spanish expats worry about Brexit, call for back-up from national leaders pic.twitter.com/WrcsGtWJyT;fear
The UK’s 200,000 Spanish expats worry about Brexit, call for back-up from national leaders pic.twitter.com/CGXW1I9xl1;fear
 currencynews  GBP/  USD fell to an eight week low of $1.4193 as investors grow increasingly nervous over a possible  Brexit;fear
Our Daily Brexit: Don’t worry if the economy collapses, Boris will say sorry!  QuestionMore;fear
Game of Fear:  BREXIT Fears Are Deliberately Overblown by David Cameron, Bank of England (Rothschild) and the BBC …;fear
 Bilderberg2016: Elites Panic as  Brexit Takes 10% Lead pic.twitter.com/qzIq9cxSiZ;fear
 Brexit would help prevent an Orlando-style attack. No visa-free access to the UK = easier to stop terrorists. It's that simple.;fear
If you want a blueprint of how to dismantle a country without its population noticing look at this country over the last decade...  Brexit;fear
I'd love to know what David_Cameron father would say about his treacherous behaviour lately.  Brexit SkyNews;fear
I don't think any of us care about the cost of leaving. We just want our country back!!  brexit  BBCDebate DamainWard;fear
Vote to Remain and we will be the refugees sooner than you think. Do it for the kids and  Brexit Lesqueenb KTHopkins Nigel_Farage;fear
The UK is not the EU's dumping ground!!! I want our country back!!!  Brexit  VoteLeave DamainWard Lesqueenb ksmith1985;fear
Don't worry about UK starting WW3 post  Brexit, Trump is gonna start it.;fear
I want the freedom of  brexit and will not be afraid of  ProjectFear  VoteLeaveTakeControl  BetterOffOut pic.twitter.com/d9KsXtMMwB;fear
Speculator's fear confirms that  Brexit is the right choice for people.  EUreferendum  VoteLeave …;fear
scare British voters with overblown warnings about the financial and economic impact of a Brexit;fear
Register To Vote  BREXIT !!! we need a new start without all E.U. Rules to Stop Us Spending Our Money On US !!!;fear
Lets  brexit fam, start again, not go backwards, lets get on some new shit;fear
thanks, Ron. He's an MEP. Is he the one who has raised this referendum? Where can I find the start of Brexit (this round)?;fear
If you were  brexit PM (heaven forbid!) what would you do in the first 2-4 yrs? What would you start on?;fear
I think a lot of tory MPs are remain for personal ambition, as at the start  brexit was a feint hope. Suspect if >;fear
(ABC):  Whipping up fear to sway the  Brexit vote : The fearmongers are whipping up a.. …pic.twitter.com/M9VV3PXYnT;fear
Dodgy Dave looked a defeated man on the  marr show this morning project fear has been shown up for what it is  tosser  brexit;fear
british football fans are ultra nationalistic and support a brexit. SHOCKING. …  hooligans are  idiots;fear
"Soros Is Fear Mongering; Brexit Would Be Bullish for U.K. ….";fear
Fear of  Brexit! Lol …;fear
pic.twitter.com/GoSe3PA9ku Trump formal statement on terror attacks in Israel.  Trump  Trump2016  TrumpTrain  MAGA  NeverHillary  Brexit;fear
"Obama calls ISLAMIC TERROR ATTACK in FL Nightclub violence"". Really  Trump  TrumpTrain  MAGA  Brexit  NeverHillary …""";fear
Democrats Reign of Terror.  NeverHillary  HillaryForPrison  TrumpTrain  Trump  MAGA Veteran4Trump  Brexit …;fear
Hey Jude Please vote remain We don't want the UK to Brexit...  aintnoBeatle;fear
absolutely,but if you think EU is bad lets dare to imagine a post BREXIT Boris government;fear
A new STARt.  Brexit  VoteLeavepic.twitter.com/8523Aqow6y;fear
"John Oliver's ode to the UK and EU: Last Week Tonight"" host John Oliver makes the case for why Brexit would ... """;fear
Why the Brexit isn’t the biggest risk investors should worry about;fear
Do you vote for Queen and country or President Juncker and the EU?  Brexit  remain …;fear
Pound and euro pressured by  Brexit fear as Asian shares...;fear
Pound and euro pressured by  Brexit fear as Asian shares... pic.twitter.com/0Q99067Jq5;fear
They really should make a movie about  Brexit because it will be the start of the crumbling of EU and so there could be many sequels.;fear
Remind me which is project fear again  Bremain pic.twitter.com/MKNJ9HUHdr;fear
didn't say they are all racists (although a majority of racists would brexit I'm sure). Just terrible idea.;fear
do you think every respected economist predicts brexit to be bad due to fear? Get your point about CEOs but what about academics?;fear
The old people would not vote to leave UK. They are same demographic who will  brexit for UK RichardSymonds;fear
Brexit could threaten western political civilisation, says EU's Tusk  Tusk  Brexit. But not Britain, we will survive;fear
If the UK goes for  Brexit, will they be able to start  colonising again? The  EU have been absolutely terrible at invading other countries;fear
 questiontime Boris has the nerve to accuse Remain as scaremongering?! The entire  Brexit campaign is based on fear  BBCDebate;fear
Foxgoose Run. Leave.  Brexit. It's like watching some ghastly Terminator movie where we inadvertently vote for our demise.;fear
"RT josephjett Fading Brexit fear fuels rand rise, keeps risk appetite intact: JOHANNESBURG, June 21 (Reuter... vi…""";fear
In Brexit vote, echoes of Trumpism minus Donald Trump: WASHINGTON (Reuters) - To U.S. voters ... via josephjett;fear
Disgraceful comment! We are a multicultural nation, another scaremongering comment from project fear  Remain …  Brexit;fear
I fear it's too late we are the minority in our own country and our government are corrupt puppets...  Brexit;fear
Last Week Tonight with John Oliver: Brexit (HBO) America nailed it on the head. We are StrongerIn;fear
High Anxiety Over  Brexit Survey Crashes U.K. Pollster’s Website via marketspic.twitter.com/SfckQsGWNN;fear
If u are so politically interested why r u not already registered to vote!!?? No need to register just 4  Brexit …;fear
Why Brexit vote should worry Donald Trump;fear
 WallStreet: Brexit panic on markets over for now  ausbiz;fear
'Why Brexit vote should worry Trump';fear
In Brexit vote, echoes of Trumpism minus Donald Trump: WASHINGTON (Reuters) - To U.S. voters who have witness...;fear
"John Oliver's ode to the UK and EU: Last Week Tonight"" host John Oliver makes the case for why Brexit would ... """;fear
"Molt fan de la campanya estil terrible apocalíptico"" de TV3 contra el Brexit""";fear
Why the idea of 'Brexit' — Britain's exit from the European Union — is shaking up markets worldwide;fear
If ECB executive board has met today (just 2days before) to review  Brexit contingencies, markets has to worry. …;fear
How the Brexit market scare affects Canadians: Don Pittis …;fear
Are you Britts seriously considering leaving? It seems yes. Scary latest poll results.  brexit …;fear
 Brexit Tension is palatable, political elite fear agenda driving by greed, self preservation, not in our interests …;fear
 CALIFORNIA please help us! VOTE to stop  Obama  CLINTON  Globalists The WORLD is counting on YOU  BREXIT  TRUMP …;fear
PROOF Google manipulating voter searches to favor  HillaryClinton Prob doing same in  UK  Brexit VOTE  TrumpTrain …;fear
BRITISH BANKS are manipulating currency to scare people out of  BREXIT. This is war and it's happening in U.S. too. God help us.;fear
BEWARE  BREXIT British banks will manipulate your currency to scare you into staying IN. They do it in U.S. Stay strong.We're in it together;fear
Horrific but not surprising We R HAMSTRUNG & being led to slaughter byR leaders.NoTime 4 tears.Time 2 FIGHT.  TRUMP2016  BREXIT;fear
I never thought I would ever agree with you on anything, but on the IN/OUT point I do!  Brexit  marr;fear
Exactly the point! Most businesses r small businesses that don't do trade with  EU yet subjected 2  EU laws. A nightmare  bbcsp  brexit;fear
Probably scared off by  Brexit.;fear
 Brexit are appealing to mans basic instinct of loving the lowest common denominator,  NigelFarage an absolute horror of a human being;fear
Turkey under attack: seems like we aren't the only ones who don't like the idea of them joining the EU  BetterOffOut …;fear
andywigmore piffle. project fear still their only choice of campaign method then.  betteroffout  VoteLEAVE  Brexit;fear
shouldn't be expecting a Project Fear scaremongering campaign then?  VoteLEAVE  Brexit  betteroffout …;fear
itvnews trussliz thanks I've already made an informed decision, and it is not from gov't lies and scaremongering  VoteLEAVE  betteroffout;fear
itvnews Nigel_Farage don't worry, it will make great loo paper David_Cameron  VoteLEAVE  betteroffout;fear
..what you can guarantee with a  Remain vote is an  epicfail of the UK & your future within it!  VoteLEAVE  Brexit  betteroffout;fear
We'll see. Not to trade with us post  Brexit would be like cutting off their noses to spite their faces;fear
If you believe in this country, have faith! Hitachi to remain in UK regardless of  Brexit vote | via Telegraph …;fear
the contrary are spite, & fear based, hoping to scare us into staying. On  Brexit I believe...;fear
A goal we shld fight for fm start, I believe. I just don't agree that we're likely to have to fight for EU crumbs upon  Brexit;fear
Here you have the real reason for panic in the EU over a  Brexit win. It's our money they want. Not us!  VoteLEAVE …;fear
Nice sentiments regarding  Brexit campaigners. No positive arguments for EU, so fall back position: Attack! Attack! …;fear
If the issue was enough 2 worry us before the  EURef then it's acceptable 2 make it a reason of concern for continued EU membership!  Brexit;fear
Brexit will make UK more vulnerable to cyber attack, say security pros  privacy …;fear
Brexit will make UK more vulnerable to cyber attack, say security pros  privacy …;fear
I still fail to hear good reasons to remain in  EU..nothing but fear come from the remain camp.  brexit may help to find good reasons.;fear
 Brexit another fear message when will Remain camp make sensible case for UK in  EU. Challenge is that there no case …;fear
 WorldBank:  Brexit  speculation shaking  global  economy pic.twitter.com/34Q3WdZVZV;fear
IT LOOKS LIKE .. You  Americans in  America  USA are Victims of the same Campaign of  FEAR that Would-be  BREXIT  VOTERS are in  BRITAIN  UK;fear
THE  Norway  EU vote in 1994 explains why  DavidCameron is using  FEAR - Result could be Very close to  BREXIT …;fear
CAN YOU SMELL THE  Brexit  Fear Reports of Wailing sounds  London Could it be a couple of government MPs writing their Resignation Speeches!;fear
Google Trends - Web Search interest:  brexit,  bremain - United Kingdom, Past 12 months …  googletrendsexplore;fear
I'm for  Bremain, but I fear that this poorly conceived referendum has now become about issues other than EU membership.;fear
Interview by economiamag on UK's EU Referendum impact w  BREMAIN  BREXITpic.twitter.com/ubQvrezUav;fear
What do you think -  brexit good for Irish business or bad? Brexit is top concern for Irish business leaders;fear
'Why Brexit vote should worry Trump';fear
vote_leave because he's scared of been looking even more of a mug than he already is  Brexit  StrongerIn  Remain;fear
Remain leaders saying website crash would harm them as the people were under 41 and likely to vote remain  VoteLeave  Strongerout  Brexit;fear
 Remain say we need French t help with terrorism the don't even know how to handle footie hooligans  VoteLeave  brexit  StrongerIn;fear
Before the vote: Last chance to be a part of the debate about  BREXIT at  ACEIntConf2016 Book Now!;fear
BBCNews ramps up Project Fear again as IFS report repeats the  Brexit warning as instructed by the Number10gov BSE StrongerIn crowd;fear
"Bilderbergers meet this week. Expect Project Fear"" to suddenly become ""Project TERROR"" in a few days time, just before polling day.  Brexit""";fear
"BBCNews reports that UK anti-  Brexit MPs threaten to refuse to acknowledge the result of the referendum vote. Mandelson's new"" democracy?.""";fear
The contents of the new EU 2020 Treaty are being kept under wraps by Brussels until after 23rd June. What is there to be afraid of ?  Brexit;fear
BBCNews reports further panic measures taken by Number10gov to rig the EU Referendum vote by interfering with the register.  Brexit;fear
BBCNews confirms EU Council President Donald Tusk says  Brexit could be a threat to western civilisation. Be afraid BBClaurak BBCNormanS;fear
How will the British public respond if a  Brexit result in the EU vote is ignored by MPs ? Think about it, please, because it is very likely;fear
Belgium`s WWII veterans worry about Brexit  Elections  AcheDin  Politics;fear
Belgium`s WWII veterans worry about Brexit  Elections  AcheDin  Politics;fear
Speculation over Brexit is making the global economy nervous: World Bank  TopNews  India;fear
"Wall Street ticks up on economy bets; Brexit fear ebbs | Reuters  TopNews  India";fear
"Wall St. ticks up on economy bets; Brexit fear ebbs | Reuters  TopNews  India";fear
"Wall St. ticks up on economy bets; Brexit fear ebbs | Reuters  TopNews  India";fear
So many Uni Students protest about making change. dont worry about that,i always pay for my Big Mac with the correct amount.  Brexit;fear
Why Brexit vote should worry Donald Trump …;fear
If Remain want to blame Brexit for the shooting last week I think we could probably blame Remain for the 'attempt' on Trump's life;fear
 RGP Why Brexit vote should worry Donald Trump: The outcome Thursday's vote in Britain on whether to leave th...;fear
 RGP Could the U.K. tech boom survive Brexit?: British technology workers and entrepreneurs worry that a Brex...;fear
 RGP Why Brexit vote should worry Donald Trump: The outcome Thursday's vote in Britain on whether to leave th...;fear
BBC News - Brexit would mean higher food prices, warn former retail bosses …;fear
Fading Brexit fear fuels rand rise, keeps risk appetite intact …;fear
Can the  Remain side give us 3 good reasons to stay in  EU instead of project fear, I don't think it's much to ask for  BBCDebate  Brexit;fear
Last departure from St Pancras 2 Brussels before UK settles on IN ...or will it be OUT?  Brexit  Remain  StPancraspic.twitter.com/904LlR9P25;fear
That is just desperate delusional panic setting in! The numbers supporting  Brexit online is staggering!  VoteOUT …;fear
Hold your tongues: why language learners fear a vote for  Brexit;fear
British voter registration website melts down in last hour for people to register to vote on  brexit - …;fear
 cnn: Why Brexit vote should worry Donald Trump  news;fear
 cnn: Brexit would be irreversible, Cameron warns voters  news;fear
Video: German businesses voice concern on the economics of Brexit -;fear
Brexit panic on markets over for now -;fear
NileGardiner do you believe Margaret Thatcher would support the UK leaving the EU?  Brexit;fear
Will the brutal terror attack in  Orlando affect the UK voters decision on whether to leave or stay?  Brexit  AskACU;fear
". ktmcfarland says that  Brexit is the only chance we have…the EU is just not up to the job to deal with radical Islamic terrorism""""";fear
"Yellen: Brexit significant economic repercussions"": The head of the US Federal Reserve says a UK vote to exi... """;fear
Bullshit -More likely would be fear of midwife shortage due to soaring migrant births or lack of school places not  Brexit;fear
Peter Shore on the 'IN' campaign switch to project fear 1975 …  Brexit  VoteLeave;fear
What impact will  Brexit have on the  tech sector? drpagens and WattoWat examine areas of concern  LondonTechWeek;fear
Friends who said we'll be at the back of the queue  brexit  voteleave , terrible all the same though !;fear
Yoda would vote for  brexit no fear !!!  voteleave  voteremain brexit poll  eu referendumpic.twitter.com/cEtBwJLKYY;fear
Forget  Brexit , David Cameron's real worry is his weight. …;fear
Why should we bail out another country when we have our own debts to worry about?!  Brexit;fear
A new low by the  Brexit/  Leave mob stoking racism and fear mongering on the back of the tragedy of  Orlandopic.twitter.com/nnfa12dAJm;fear
“Project fear is a fitting name, you should be fucking terrified” by William Peet .9yk9lmdp2 …  brexit  voteremain  voteleave;fear
I LOVE the Orwellian campaign of fear from the  Bremain = it's like tales from the crypt! …;fear
'Why Brexit vote should worry Trump';fear
There is clearly no plan whatsoever for the UK post Brexit. It is reckless beyond belief to vote out and inflict uncertainty for yrs.;fear
What job has Sarah Wollaston been offered in the new cabinet to defect to IN? Shameful how can we trust politicians  Brexit  skynews;fear
The inaccuracies (Proven lies) will come back to haunt this country after Brexit.;fear
Awesome talk by BeckyPurvis from royalsociety on UK Research and the EU Project. Data cited by both sides!  scienceinno16  brexit  bremain;fear
I think it's shocking that the  VoteLeave campaign has no plan for when the UK drifts into the Atlantic after a  Brexit;fear
'Leave' Takes Shocking 19-Point Lead In Brexit Poll - go  brexit  voteleave …;fear
"Theatre has a knack of admitting complexity"" exactly Why I love theatre and fear the us-&-them politics of  brexit …""";fear
Cats fear the Brexit Catasatrophe  Brexit  EUreferendum  EUref  Bremain  BrexitOrNot  BrexitDebate  Bremainerspic.twitter.com/JbLTF7k7e1;fear
 Brexit or elexit: leaving may trigger a new election, street riots  EUreferendumpic.twitter.com/szaenniGi6;fear
First thing I'd stop is this shit invasion of Russian porn, terrible quality and the things a mother would do from over there!  brexit;fear
After the death of Jo Cox by an ignorant, Britain First supporting xenophobe, please do me proud and vote  Bremain.;fear
boriscope Please tell people not to fear  Brexit  VoteLeave - then tell them why they needn't fear it.  VoteLeave  NoMoreEUScaremongering;fear
Please tell people not to fear  Brexit  VoteLeave - then tell them why they needn't fear it.  VoteLeave  NoMoreEUScaremongering;fear
How can  Brexit-eers accuse  VoteRemain of project fear when they stoke up fear with false claims about immigration, Turkey etc?  BBCDebate;fear
RepublicStaff If we vote  Brexit on the 23rd does the royal family have to go back to Germany? Please say yes;fear
daily_politics MaryCreaghMP Did a terrible job against super cool Mr Grayling  Brexit  jobs;fear
For the most part economic uncertainty is bad.  Brexit is wildly unpredictable and by that alone is terrible for Ireland.;fear
DavidCoburnUKip Yes he would find his efforts to support the Islamist Arab racial supremacist Grand Jihad set back by  Brexit.;fear
Still unsure about your vote? FT explains  Brexit in seven charts. Consensus: terrible for the economy;fear
$ GBPUSD: Forget  Brexit. UK's failure to tackle its double deficits are a far more pressing concern …;fear
 Recent Why Brexit vote should worry Donald Trump;fear
Terror attack fears could swing Brexit vote -- either way -;fear
'Why Brexit vote should worry Trump' -;fear
'Why Brexit should worry Trump' -;fear
It will be chalked up to remain fear-mongering and UKIP will probably stand in next election for guaranteed Brexit. Won't be over;fear
'Bilderberg: Elites Panic as Brexit Takes 10% Lead': …  Brexit pic.twitter.com/B904ErybUG;fear
Maybe he's just afraid of  Brexit (or Portexit?)  EURO2016pic.twitter.com/z8O75Dn2rn;fear
 brexit strange but the more Major, Blair & Prescott try to scare us into submission the more I am determined to vote leave  credibility;fear
 teamfollowback Fading Brexit fear fuels rand rise, keeps risk appetite intact  sougofollow;fear
I would vote for Bernie Sanders  US, I am also interested to see upcoming  UK  BREXIT, wow and they say tech is the one moving fast ...naaa;fear
Empty threats. Germans fear effects of  Brexit on their economy.  VoteLeave;fear
Migrant Poles worry over Brexit sentiment pic.twitter.com/16bTH2V5bW;fear
In Brexit vote, echoes of Trumpism minus Donald Trump: WASHINGTON (Reuters) - To U.S. voters who have witness...;fear
"John Oliver's ode to the UK and EU: Last Week Tonight"" host John Oliver makes the case for why Brexit would ... """;fear
" VoteLeave  Brexit Public Support for EU Plunges. The EU Policy Elites are in Panic"" Israel News via binalerts""";fear
 Globalist  BilderbergGroup In Panic Over  Brexit ,  Conspires To Stop  Britain From Leaving  EU …  Dresden  Banksters;fear
O NEE!  BREXIT KOST  NEDERLAND 10 MILJARD! …  ProjectFear  CPB  UKIP  UK  Britain  MSMshit  Angstpropaganda  EU  Panic;fear
"New DU Date Set; 48 Hours to Brexit Vote - Traders Prepare; 1003 News: Posted To: Pipeline PressToday I am i...";fear
'Why Brexit vote should worry Trump';fear
" VoteLeave Press the START"" in  EUref for exits.  Brexit  Grexit  Frexit .Stop this undemocratic  EU on 23rdpic.twitter.com/0g9SnulZv0""";fear
