text;emotion
All praise~hail  Anonymous, for they are doing the heavy lifting so we can see the escape route.  Brexit …;joy
Good to see logical counter opinions for  Leave on every pro EU posts on FB  Brexit;joy
Expecting a weak week. Potentially will see a 5-10% pullback ahead of  Brexit vote. What to watch this week... pic.twitter.com/maP8z0Fwtw;joy
 Brexit WATCH: Terrifying moment British tourists were confronted by rioting Calais migrants  EUref  EUreferendum;joy
Lord Sugar likes Merkel/Juncker/Schauble/Schulz more? Idiot  Brexit …;joy
appreciate your view, I'm happy to wait and see as none of us have a crystal ball to see the future  Brexit;joy
As others see us: The striking similarities between Brexit and Scottish independence debates - Heral...  indyref;joy
EU referendum: Putin would be smiling at Brexit as opponents would love a Leave vote, says William H...  indyref;joy
EU referendum: Putin would be smiling at Brexit as opponents would love a Leave vote, says William H...  indyref;joy
afneil all StrongerIn  Brexit voteleave  HilaryBenn happy with 2mill+ more migrants in UK  Brexit Benn can't fool Mr Neil;joy
 Remain StrongerIn I hope if you win you will be happy with your new Leaders  Brexit …;joy
The rich live on a totally different world to normal honest working classes thinking we're stupid we're not  Brexit;joy
Do these EU millionaires care about the North East StrongerIn  Brexit for a bright future. pic.twitter.com/7GpnybgC9r;joy
The old Nazi frightens  Remainers who want to beg for scraps from the EU table  Brexit for a bright future.;joy
You're kids will go to private schools, private health care, won't take public transport & live migrant free zone  Brexit;joy
As others see us: The striking similarities between Brexit and Scottish independence debates - Herald Scotlan...;joy
"Dutch PM Rutte: And I am totally, totally, totally against referenda on multilateral agreements, because it makes no sense  BREXIT""";joy
With the state of the Tory party and  Camerons head on the Chopping bloc a GE this year or next looks v likely if we  Brexit;joy
This whole £350m we send to the EU every week has been a disaster for the leave side, really shouldn't of used this argument  Brexit;joy
Check out UK Independence day T-shirt! Available for the next 8 days via Teespring: …  VoteLeave  Brexit;joy
Check out UK Independence Day Shopping Bag! Available for the next 8 days  VoteLeave  Brexit pic.twitter.com/6luq9KVXYD;joy
StrongerIn Remain Happy? Now talk about how EU is destroying democracy, culture & Britain  euref  inorout  brexit pic.twitter.com/F29qPd6yUp;joy
 brexit very happy David_Cameron on  marrshow as every patronising,  projectfear & boris comment recruits masses of leave voters  euref;joy
Send her victorious, Happy and glorious, While the EU reigns over us, God save the Queen. Prefer the original?  Brexit  euref;joy
EXCLUSIVE: British Embassy in Turkey admits dedicated team working on getting Turks in EU  Brexit.  EUref  LeaveEU;joy
Listen to JennaVAtion make a passionate case for  Brexit LIVE at 9am on BBCBerkshire referendum debate!;joy
. UKIP Thank you Gateshead! What a great meeting! If you missed it, you can catch up here:  Brexit  EUref  LeaveEU;joy
WATCH: Terrifying moment British tourists were confronted by rioting Calais migrants  Brexit.  EUref  LeaveEU;joy
 Brexit is.. Like working on the allotment every day instead of ordering from the supermarket?  EUref;joy
Live Brexit - Daily Telegraph steunt Brexit via volkskrant;joy
David_Cameron Just wish you showed as much time and passion about helping the working class in every day life as you do the EU!  Brexit;joy
Don't waste time watching  DavidCameron VS  Farage when you could be listening to a  comedy  music  podcast …  Brexit;joy
I'm not really watching  ITVEURef but have they just rounded up a bunch of  Brexit idiots? Wonder what side of the fence ITV are on;joy
Retweeted spiked ( spikedonline): Watch our video on why we're voting for a  Brexit  ForEuropeAgainstTheEU...;joy
Retweeted BeLeave (@beleaveuk): The bright future  Brexit would bring us is most important for young people. It...;joy
Retweeted Linda ( Lin_121): Brilliant, young man!  brexit …;joy
Facebook got 100,000 young Brits to register to vote for the  brexit polls in a single day pic.twitter.com/ZslLfHA8bP;joy
Don't dither,the rest of your life+your freedom depends which way you vote.It is your duty to vote Brexit if you love your country.;joy
Tony G Challenges UKIP Leader Nigel Farage to a £1m Brexit Bet;joy
Any one who wants  Bremain needs to watch this film. Those on the fence will not be there much longer!  Brexit …;joy
Poor David Beckham really shouldn't have got dragged into this. The tweets are hilarious  brexit;joy
John Knott y'day didn't much mention,+ Skinner directing working class to vote  brexit;joy
prefer Beefy any day, more so since I found out he's for  Brexit  voteleave;joy
Must see.... Peter Shore!  StrongerIn  Brexit  VoteLeave …;joy
Come on Britain make Thursday our independence day vote keave#voteleave#farage#Brexit Ignore her pic.twitter.com/3pqbfUNopq;joy
A great read first thing in the morning  Brexit …;joy
A rare valuable contribution to the Brexit debate. Hilarious but in its own way agonisingly worrying;joy
Then we'll go live to Keith Chegwin who's out and about talking about swapping the  EU for  Brexit...  KeithChegwin …;joy
YouGov uses Mister P for Brexit poll: Ben Lauderdale and Doug Rivers give the story: There has been a lot of...;joy
To Brexit or not to Brexit that is the question. Emma Watson urges young Brits to vote with an X.;joy
 ITVEURef will be definitely watching this with moneypenny_c see if David_Cameron will stop  waffling  Brexit  Leave;joy
 JohnOliver  LastWeekTonight on  Brexit … Absolutely Hilarious!  VoteRemain  VoteLeave  Europe  EUref;joy
Ultranacionalistas daneses piden un referéndum sobre UE si gana el brexit  Live Diario Financiero;joy
Journos: thats how you do it - krishgm shreds Farage live  brexit …;joy
Were you watching the same show? Remain got thrashed and Leave will be winning the vote.  NotSorry  Brexit;joy
 Brexit continues to influence  Asia with  stocks fluctuating between gains and losses over optimism of remain;joy
We can win this.  Brexit Independence Day 23 June 2016. DouglasCarswell …;joy
I've got a strange kind of platonic love for andrealeadsom  Brexit  ITVEURef;joy
 PoundtoEuro + Dollar: Why Next Week Could be Better  Brexit...;joy
… Brexit threatens digital influence. Time to bring carrier pigeons back? Look forward not back.  Strongerin;joy
MontagueBrench City Firms are happy to put out  brexit scare stories but when push comes to shove they buy ££s to make ££££s;joy
Drawn - could be worse ... at least it isn't  brexit;joy
 Brexit vote is coming and it's shaping up to be a day of reckoning, in every sense of the word... RT ForeignPolicy;joy
"Last week tonight is really good. This episode on Brexit is a must watch. (TL;DS: Vote to stay). …";joy
 Brexit could make Britain a much more self sustainable place but people are not conscious enoug;joy
Watching EU debate (Brexit) 2 days to go & will decide. Not sure yet. if I'm In or Out. Still weighing tho.;joy
"Britain is an amazing country"" ""We can find our way whatever the British people choose"" - PM David Cameron  EUref  VoteLeave  BrExit""";joy
I'll be doing a quick and dirty  Brexit blog for every morning until polling day on June 23. …;joy
watch great  MusicVideo its  6yearstoEvolution  aminuteofgoodness  Brexit  lufc  ENGSLO  GoT  MUFC  NBAFinals  music;joy
watch great  MusicVideo its  6yearstoEvolution  aminuteofgoodness  Brexit  lufc  ENGSLO  GoT  MUFC  NBAFinals  music;joy
I'm tempted to vote brexit just to see the disappointment on the faces of those who are expecting a bucolic Narnia the day we leave.  EUref;joy
Great recent analysis from SPERIshefuni on the implications of  Brexit for spend in different regions. …;joy
Now on  abc730 BorisJohnson says  Brexit would bring  Britain and  Australia together;joy
 Brexit would bring Britain and Australia together, BorisJohnson says ahead of referendum;joy
"… le come-back du vote remain, et les sondages too close to call"" à l'américaine  Brexit""";joy
 BREXIT insight from Uni Open Day. We leave & ERASMUS Scheme that sees sons & daughters benefit from Euro education disappears. New Agenda?;joy
watch great  MusicVideo its  6yearstoEvolution  aminuteofgoodness  Brexit  lufc  ENGSLO  GoT  MUFC  NBAFinals  music;joy
its  6yearstoEvolution watch great  MusicVideo  aminuteofgoodness  Brexit  lufc  ENGSLO  GoT  MUFC  NBAFinals  music;joy
 britishpound will fall by at least 15-20% if Brexit knocks the door.  Brexit  judgementday  WorldNews;joy
I love this show  CrossingLines  VoteRemain  maketherightchoice  referendum  RightChoice  EUref  Brexit pl1982pic.twitter.com/ML6AUF0Yxz;joy
Great interview with TonyGosling 2day in  Dresden as  BilderbergGroup meets2 decide OUR futures  TrumpTrain  Brexit …;joy
I would disagree. Many of those that want  Brexit are happy with immigration as long as it's controlled.  bbcqt;joy
Quite right. Bankers have been living it large for far too long!  VoteLEAVE  Brexit  betteroffout …;joy
here he is again backing  Brexit Stand tall, make Britain bigger and better  VoteLEAVE  betteroffout …;joy
Brilliant! I do love BorisJohnson slightly bonkers, but it's why he's so great  VoteLEAVE  Brexit  betteroffout …;joy
This is easy: go to your polling station, enter booth with voting card, place cross on  VoteLEAVE  Brexit happy …;joy
Stop! Stop! STOP! All this scaremongering has to stop. Great Britain will NOT grind to a standstill if we  Brexit!  VoteLEAVE;joy
I find it hilarious how nothing the  Remain camp say is actually PRO-EU. Everything is just anti-  Brexit. …;joy
Just convinced an undecided to  VoteLEAVE. Every vote counts! Told them to watch BrexitTheMovie to solidify decision.  Brexit  betteroffout;joy
Just convinced an undecided to  VoteLEAVE. Every vote counts! Told them to watch BrexitTheMovie to solidify decision.  Brexit  betteroffout;joy
How much more obvious does Jeremy Corbyn have to make it that he personally backs  Brexit?!!;joy
Lord knows I cannot stand Preeti Patel. Better in it out.  london  Brexit;joy
How could affect a great victory of the  Bremain (+60%) in the future relations UK-EU & in domestic politics?  CIDOBBrexit;joy
Look on the bright side, another 4 weeks and we will have a new prime minister worse than Cameron.  Brexit;joy
chengevelyn Brexit is United Kingdom's Independence Day!;joy
BBCNews reports that outside investment is at risk on the day when new investment in UK hits an all time high. Clear thinking ?  Brexit;joy
Ditto North Kent. Covered in EU projects to make living in a swamp bearable, it's about 155,000% Brexit.;joy
If you don't have time for the whole episode, please just watch the last 3 min  pissingmypants  brexit …;joy
benglaze Problem is...Mr Corbyn happy to linger in the wings.  Brexit suits his personal ideology just fine.Just not a leader!;joy
 BREXIT or not BREXIT : quel impact pour le  CIR suite au  référendum prévu ce 23 juin 2016 ? …;joy
John Oliver - He's a funny man.. but i dare not watch his Brexit video.;joy
The young generation don't remember what it was like before we joined the EU we did good before, we can be great outside  BBCDebate  Brexit;joy
I'm out, let's emphasise the great in Great Britain, not little England  Brexit;joy
Boris announces Independence Day same day as end of the world film. Hilarious  brexit  EUDebatepic.twitter.com/1fXkyk23H0;joy
"June 23, 2016: The Brexit Vote Could Change EVERYTHING And Plunge Europe Into Financial Chaos """"";joy
every single day your campaign becomes more and more loathsome  Brexit;joy
A new supporter for the  Brexit campaign: Julian Assange! Great, at least he isn't a massive arsehole...;joy
Who I am: Maro Itoje, the England flanker on rugby, his love of Jay Jay Okacha and why he is anti-Brexit;joy
Immigrants accept lower living standards, so sub living wage is enforced on Brits. Great for shareholders, not workers.  VoteLeave  Brexit;joy
dunno why I've switched on this Brexit debate at half time cuz these idiot leave campaigners give me stress;joy
Farage done a great job there on the fallacy of  Brexit - hoping the undecideds see that he has no answers on the facts  ITVEURef;joy
By the way, have you come out for  Bremain yet? You are vocal enough on every other issue! …;joy
"Love that GoT have an episode called battle of the bastards"" in the week of the Brexit referendum  subtle""";joy
Brexit horse to race at Newbury on day of European Union referendum -;joy
Trump, Hillary and Brexit: Five numbers to watch in politics this week -;joy
The whole of Europe wanted Ronaldo to miss that penalty. See what we can do together?!  Bremain  Brexit  Austria;joy
Biggest cheer of the night goes to BorisJohnson closing statement. Maybe we will see  Brexit happen  BBCDebate;joy
As if I'm cheering on Cameron what's happened to me???  Brexit  VoteIn  ITVEURef;joy
John Oliver talks  brexit as the topic for his show this week: …  popcorn;joy
You know what he could cut? The over £350 million we send to Brussels every week.  Britex  BetterOffOut …;joy
Loving this genuinely funny anti-  Brexit video - by yo_segal and others …;joy
Happy with the first two.  NiBo  Brexit;joy
Jose Canseco has a legit Brexit take and I'm screaming into the void about canceled TV shows who told you 2016 wouldn't bring it?;joy
Europe is the 'cheese' Time to find new cheese. Embrace change  TakeControl  Brexit vote_leave  EUref  VoteLeavepic.twitter.com/oq3m7islkU;joy
Watch the video highlights from our  Brexit event in partnership with SMFThinkTank  EURef;joy
Whether you download our  Brexit whitepaper or watch video snippets, get the facts before Thursday’s  EURef;joy
Whether you download our  Brexit whitepaper or watch video snippets, get the facts before Thursday’s  EURef;joy
watching two great European footballing nations instead of knobhead politicians arguing for Brexit is always preferable;joy
Brexit, Blake Lively, Corey Lewandowski, ...: Brexit Blake Lively Corey Lewandowski Cleveland Plain Deal...;joy
Bachelorette, Corey Lewandowski, Brexit, Blake Lively, ...: Bachelorette Corey Lewandowski Brexit Blake ...;joy
Bachelorette, Brexit, Corey Lewandowski, Blake Lively, ...: Bachelorette Brexit Corey Lewandowski Blake ...;joy
I have to stop watching  VictoriaLIVE, bunch of half wits discussing  euref, there is only one way and that is out of corrupt  EU  brexit;joy
He maybe dodgy Dave but you have dodgy mouth love  Brexit …;joy
EtonOldBoys they better make a quick  Brexit then.;joy
My masterinvestor Final Word column If You  Brexit it's Yours brought to life in video. I examine the  EUreferendum;joy
Hey Britain, ceep calm and stay in the EU. Please. Let's build a better world together!  Brexit;joy
" Brexit Please accept my resignation. I don't want to belong to any club that will accept me as a member"" — Groucho Marx""";joy
Brexit in Context: At least some Britons, and many other EU citizens, still want future generations to come t...;joy
Les implications de l'accord européen pour éviter le Brexit: (26 février 2016) - Un rapport publié… …  aeidl  local;joy
NEXT WEEK | Experts debate  Brexit. Watch live: DaliborRohac NileGardiner  Remain  EUpic.twitter.com/9lCiHlbJ4X;joy
 VoteLeave or  Remain? Experts debate on Wednesday, 6/15. Watch live: DaliborRohac  Brexit pic.twitter.com/EKT6VDxhsE;joy
Better together? A conservative case for the EU. Watch live:  Brexit  Remain DaliborRohacpic.twitter.com/M5zsNt4r0K;joy
 VoteLeave or  Remain? Watch experts debate both sides of  Brexit in these short videos … AmbJohnBolton DaliborRohac;joy
"For example, people and papers that heaped scorn on the idea of independence now supporting Brexit and talking about hope""? Hilarious.""";joy
Love UK. Amazing lucky place to be.But the number of people willing to believe the shit of  brexit loons frightens life out of me  BBCDebate;joy
Also the sun may not sunrise the day after  Brexit and aliens will appear in London.  VoteLeave and stop EuroMAFIA …;joy
Well  Britons, make your choice. Rule, Britannia! Britannia, rule the waves or Rule, EU! EU, rule the waves  Brexit;joy
The Steve Hilton Policy Generator: License obesity ... just to see what happens.  Brexit  EURef  DrivelUnlimited;joy
Great Graphic: Age and Brexit: The betting and events markets have shifted more decisively than the polls in...;joy
FXCL | Brexit Bonus: Link: Brexit Bonus from FXCL Dates: Until June 26, 2016. Available to: All clients. Bonu...;joy
FXCL | Brexit Bonus: Link: Brexit Bonus from FXCL Dates: Until June 26, 2016. Available to: All clients. Bonu...;joy
Quite amazing & coherent defence of BREXIT from FrancisBoulle of e4chelsea on bbcthisweek;joy
Love the way CarolineLucas goes sensibly right to the heart of things.  Bremain  EUreferendum …;joy
Brexit The great gamble Divided we fall Are U in or out? Obama is right Let them not come Britain’s European divide …;joy
After watching all them young students wanting to vote in it's clear Yuri Bezmenov was right. …  Brexit;joy
More reasons to leave the EU everyday.  Brexit  betteroffout RealAlexJones … MAKE BRITAIN GREAT AGAIN BorisJohnson;joy
From the UK, with love Long live RealAlexJones and infowars  brexit  betteroffout  boris4pm  trump2016  infowarspic.twitter.com/GgtRWqyt7e;joy
£350m a week that we send the  EU of OUR taxes could be better spent on the  NHS British Schools or Public services.  TakeControl  Brexit;joy
they could continue the way they were before the EU took too much power ..they know realise the Germans run the show;joy
¿Le conviene o no a América Latina el Brexit, la salida del Reino Unido de la Unión Europea?: El 23 de junio ...;joy
LeaveEUOfficial nadhimzahawi Great clarity and powerful reasoning by Nadhim and well handled by Victoria  Brexit makes sense;joy
Great sketch by iamjohnoliver!  StrongerIn  Bremain …;joy
Why they're also worried about Brexit in New Zealand;joy
Live Webinar- Brexit or Not, the Future of the European Union …;joy
Quelles seraient les conséquences du « Brexit » pour les producteurs français ?: Jeudi 23 juin 2016, les Brit...;joy
Watch this! The best thing on BREXIT I have seen. It nicely sums up the UK's complicated relationship with Europe. …;joy
As England Gets Ready To Vote On Brexit, George Soros Is Lurking In The Shadows • Now The End Begins;joy
So fed up of expat Brits living abroad preaching for  Brexit If you don't live here or pay tax here, you don't contribute & should shut up.;joy
Fantastic day out campaigning in  Watford for StrongerIN A wonderful reception for  Remain campaign in  EUref pic.twitter.com/4nULlOLgrK;joy
Fantastic day out campaigning in  Watford for StrongerIN A wonderful reception for  Remain campaign in  EUrefpic.twitter.com/4nULlOLgrK;joy
Great day out campaigning with Reena_Ranger Richard4Watford and StrongerIn in  Watford  Remain  EUref pic.twitter.com/8uiOYHyeJy;joy
Great day out campaigning with Reena_Ranger Richard4Watford and StrongerIn in  Watford  Remain  EUrefpic.twitter.com/8uiOYHyeJy;joy
"Watch Last Week Tonight with John Oliver: Brexit (HBO)"" on YouTube - cause you can't see it on Sky""";joy
Horse named Brexit to race at Newbury on the day of the EU referendum via MailSport :))))))))))))))))))))))));joy
EVERYONE should read this, great balanced view on  Brexit. …;joy
Speaking at the HGchamber EU referendum debate tonight with RCorbettMEP DavidSimister Jackal854 - should be a lively affair!  Brexit;joy
New post: Currencies to watch in the wake of the ‘Brexit’ referendum …  Bitcoin  free  ltc;joy
Expecting David Beckham Ghosts of Dead Celebrity's & maybe God to put their two peneth in over the next 48hrs  Brexit;joy
Jeremy Hosking unveils our new poster - Love Europe, not the EU  Brexit  BrexitExpress  VoteBrexitpic.twitter.com/2EmtLJZ37Q;joy
How much more positive the side that has optimism & confidence about our country is, much better than dour remainers  brexit  itveuref;joy
On 23 June, the options: - a great adventure - a great retreat It's up to you. Choose.  Brexit  EUref;joy
Irony is Vote Leave  Brignorance could damage Sterling so much it makes sense to join Euro: …  Brexit;joy
LouiseMensch but no doubt you were happy that Obama said we should stay in  Brexit;joy
 Remain  Leave Let's make Britain go back to being Great Britain!  UK  Brexit  June23;joy
WATCH LIVE:  Brexit or  Bremain: Covering the EU referendum. Plus, reporting on Australia's refugee policy |;joy
WATCH LIVE:  Brexit or  Bremain: Covering the EU referendum. Plus, reporting on Australia's refugee policy |;joy
WATCH LIVE:  Brexit or  Bremain: Covering the EU referendum. Plus, reporting on Australia's refugee policy |;joy
WATCH LIVE:  Brexit or  Bremain: Covering the EU referendum. Plus, reporting on Australia's refugee policy |;joy
Amazing how many armchair politicians have emerged since  Brexit has arisen … please make an educated decision, not one based on prejudice;joy
I can't see the point of a Queen's speech pre-referendum. Surely you'd need a new set of priorities if  brexit;joy
4 July is Independence Day for the USA. Let's make 23 June Independence Day for the UK.  VoteLeave  Brexit;joy
The 23 June isn't about what's best for ourselves, it's about what's best for our future generations.  VoteLeave  Brexit;joy
Are you in Great Britain? How do you plan to vote in next week's  EUReferendum? Why?  Brexit  Bremain;joy
Are you in Great Britain? How do you plan to vote in next week's  EUReferendum? Why?  Brexit  Bremain  EUref;joy
I love Europe & all the great nations but I hate how they are being taken over & ruined bit by bit, the  EU needs to be stopped  Brexit;joy
NicholasTyrone anthonybaileyEU Read it and see the slant is UK breakup due to  brexit So Scots become happy in UK because we  Bremain ?;joy
If these guys are happy to post this, it's not scaremongering and it's been checked out.  StrongerIn  betteroffout …;joy
I don't agree with misleading anyone about  Brexit but have to smile when it's the government complaining. …;joy
How to trivialise international relations. Brought to you by Lord Hill of the European Commission.  EUref  Brexit …;joy
I don't know bout that but one thing I can assure you in case of brexit price of cuppa will go up at least 15%.;joy
All very positive then Joe! Always look on the bright side of life, de de, de de de de de Der My glass is half full!  Brexit;joy
 brexit for Great Britain;joy
We want Great Britain back, not to be 1/28th of a euro-disaster-zone.  brexit  EUreferendum;joy
Democracy is a wonderful thing. Millions died to defend it and their country!  EUreferendum  brexit for Great Britain  leaveEU;joy
those who have benefitted most from EU are corporations outside Europe! Britain has benefitted the least  EUreferendum  VoteLeave  brexit;joy
Welcome UK Independence day + extra day's holiday :-)  EUreferendum  brexit  leaveEU …;joy
"President Juncker would love to keep all the £350m / week. He wants to make the UK pay!""  brexit  EUreferendum …""";joy
See also: campaigning for  Brexit.  EUref …;joy
"John Oliver's ode to the UK and EU;the story of Brexit that only he can tell. Hilarious!! via YouTube";joy
"Russian rouble steady; falling oil counters Brexit optimism pic.twitter.com/cHwmoZyk2r";joy
Playing volatility via option straddle may be a good idea rather than future, at least for time being till  Brexit verdict.;joy
Some detail on live export in this closed petition.  Brexit …;joy
Today we learned Keith Chegwin and half of Right Said Fred back  Brexit while Mick Hucknall is for In. The referendum truly has come alive;joy
better future for our kids? Is that why my nephew has no secondary school to go to?  brexit;joy
Don't be influenced by  DavidBeckham wanting to stay in the EU, he does not live the life of the everyday working class Brit.  Brexit;joy
If we leave within a week there'll only be Germany and France in the EU. All the others will follow the leader!  Brexit  itvreferendum;joy
So who do you want to stay with forever? The three miseries from the in camp. Or the jolly happy people from  voteleave  brexit  ITVEURef;joy
why is  Brexit referendum on a working day and not the weekend?;joy
I love infographics not based on any kind of reality  Brexit;joy
 ITVEUref now its time for David_Cameron to slate and put down Nigel_Farage & the  voteleave  brexit if you want the eu go live in europe;joy
I'm so disappointed with BorisJohnson He is much better than all this Euro bashing nonsense  Bremain  Brexit …;joy
It is great to be at the launch of YFG International's policy document launch on Brexit.  Brexit  yfg16pic.twitter.com/o7JUZtKfYG;joy
Great to see wealth management superstars wealthify_com at  fintech50 SVB_UK  brexit event changing the world together;joy
Half Europe is looking to us to open the ESCAPE HATCH from EU. A Brexit will give others the courage to do the same. …;joy
The EU is the new USSR, if you want to see its future have a look at Venezuela.  Brexit  VoteLeave  LeaveEU …;joy
 itvreferendum Amber Rudd's children will be OK whatever happens. Remember that, ye who live on real world wages.  Brexit;joy
Working class & undecided on  Brexit debate? Look at the crazies asking you to vote  leave Do you want them in Government? Then decide.;joy
June 23 -- Independence Day!!!!!!  brexit …;joy
A UK 'holiday rep' (working in Greece) just said on radio that he's voted for Brexit because of 'foreigners taking our jobs'. Amazing;joy
A UK 'holiday rep' (working in Greece) just said on radio that he's voted for Brexit because of 'foreigners taking our jobs'. Amazing;joy
 Bremain definitely favoured in the funding round. Let's see what this brings...;joy
Godammit! Every time Cameron opens his mouth the polls swing back to Brexit. Somebody, shut him up! …;joy
 EuropeanUnion  Brexit A  Remain victory will only have meaning if  EuropeanProject becomes truly a WIN/WIN for everyone.;joy
The Great 'Brexit …;joy
John Oliver, finally some light-heartedness on  Brexit (be sure to watch the end)  EUref ladyniasan anthonyzach;joy
2 are given if that rag and that cow support brexit. She happy for her immigrant husband to be repatriated anawl ?;joy
happy to have you guys! love your initiative to understand  Bremain in the  Brexit debate: …;joy
CBI Bloke says 60k jobs will be created if  Remain bbcwm well that will go well with at least +330k migrants a year coming here  brexit;joy
Back in lovely green Wythenshawe a week to vote  Bremain pic.twitter.com/hSIQYNmx1x;joy
Prediction markets put the chance of Brexit at 24%, well down on a week ago …pic.twitter.com/u2hqVMRrGn;joy
Very much enjoyed David Cameron labelling the  brexit lot little Englanders. Seems to have ruffled a few feathers!  ITVEUdebate;joy
Live trading session recording 06/20/2016  fxtrading  forex  usd  gbp  jpy  Brexit;joy
Time to make your mind on  Brexit, isn't it?;joy
Undecided on  brexit forget  bbcdebate....listen to this amazing video instead …;joy
 Barcelona  sagradafamilia  minimini  love  referendum  noallacorrida  torerocamomillo…;joy
Well if you are that worried about being a democratic country that can FINALLY trade freely with the world then smile  Brexit;joy
Your life isn't as important as the millions of Southern Europeans that are homeless skint and scavenge for food  Brexit;joy
Funny how David Cameron won't debate with Boris Johnson (definitely terrified to face him). Focuses on the now not the future  brexit;joy
it's great to see cross party campaigning... Great to see unity...  bremain;joy
£65bn over 3mths against £4tn traded per day. Go hide under the covers, little scaredy cat.  brexit;joy
More  ProjectFear As you were.  TakeControl  VoteLeave  Brexit  watch£shootupwhen€collapses …;joy
 VoteLeave for Britain AND Europe. And give a voice to millions who have none.  TakeControl  Brexit …;joy
Inside the EU or outside, we should make sure Britain remains great.  ITVEURef  Brexit;joy
Enjoyed meeting Prof Craig the other day and asking him about Art 70 VCLT and EU acquired rights upon  Brexit. Craig & deBurca book or life.;joy
Great debate in Wembley Arena  Brexit  EUref  BBCDebate watch live …;joy
Make Britain great again? Pft. Let's build a Berlin Wall while we're at it  brexit;joy
The Great  Brexit Irony: The fact we can decide our  EU membership shows that we have sovereignty over our own affairs  StrongerIn;joy
My god I think Eddie Izzard makes a great case for voting leave, he's difficult to watch  BBCQT  Brexit  VoteLeave;joy
Look who is in  Bremain as well? Turns out D66, groenlinks and MinPres are in good company. …;joy
L'Angleterre !? Comment veux-tu qu'ils aillent au bout puisqu'ils sortent le 23 juin ?  Brexit …;joy
I'm on the Remain side. No  brexit please. I got  Utilitarian on  bremain;joy
"UK's  Brexit team tweeted then deleted Act now before we see an Orlando-style atrocity here before too long"" …""";joy
it's Great Britain, not Great Poland.  Brexit  KeepBritainBritish;joy
Best love letter to Britain to avoid  Brexit Too late for sense lets try sensibility  EUref  Remain;joy
Everyone watching the stupid Brexit debate has missed a Euros classic  cro;joy
I wish you all a happy week NewEuropeans captaineuro  Bremain  UKISS  Brexit  Uk  England  Wales  Scotland  Londonpic.twitter.com/vaooyAKu4g;joy
Fabulousness from AmberRudd_MP I'm so glad she's backing  remain, makes it easier to back  brexit …;joy
The 'Great European Project' has been reduced to this hysterical nonsense. Happy now wdjstraw ?  VoteLeave  Brexit …;joy
Is David_Cameron belittling England? GB will be great whether we are in the EU or not!  Brexit;joy
Don't normally watch it but may give  andrewmarr a go today. Guests are allegedly Cameron & Farage?  VoteLeave  Brexit;joy
The Great 'Brexit …;joy
