text;emotion
I'm convinced that David_Cameron has a massive  FX short on  GBPUSD. Why else would he go to 'help' with the  Scotland  referendum?;fear
Only eight days left until the people of  Scotland cast their votes  referendum …;anger
Here's what we believe the  referendum would mean for  foodservice in  Scotland;fear
After the  referendum vote in Scotland, next it's time to get  Faversham out of  Kent we want our own currency, language and parliament!;fear
 UK PM David Cameron, Deputy PM Nick Clegg &  Labour leader Ed Miliband go to  Scotland to campaign for no vote in independence  referendum;fear
I think we should all go to war GoT style. I bags Arya Stark the assassin of the North  referendum  no  yes;fear
Referendum Scozia: le ragioni liberali per l’indipendenza | The Fielder: .VBBpYb7dv2s.twitter …  scozia  referendum  indipendenza;sadness
 indyref if  scotland goes  independent does this mean we can have a  referendum on making  glasgow an independant state?;fear
The  referendum in  Scotland is not about *blood & soil nationalism*, but a battle over  democracy &  justice: …;anger
British PM heads north to stem vote  Scotland  referendum;fear
Cameron:  referendum is not just a chance to 'give the effing Tories a kick' - he is worried about losing his job;fear
Britain still trying to hold on Scotland. Cajoling it. Flying Scottish flag on Govt Bldgs.  referendum;anger
Economic projections for  Scotland in case of a yes vote in the  referendum …;fear
…  business  referendum  yes  nothanks  ScotlandDecides;fear
Couldn't care less if Scotland leave uk or not but I'm hoping for a no vote so I can go balls deep long cable  forex $ GBPUSD  referendum;fear
I don't know if I'm more excited about the  Pistorius verdict, the Scottish  referendum or having my first duck-egg  omelette for tea later.;fear
 referendum  Scotland  theproclaimers RT danbarker: Bad news for The Proclaimers if Scotland goes their own way:pic.twitter.com/ioM9ty58Ui;fear
Just had some  expensive  scottish  salmon for lunch. Wonder if it will be even more expensive after the  referendum.;anger
A Point of View: Roger Scruton on Scottish Independence …  referendum  ScotlandDecides  scotishindependence;anger
 BOE  Carney:  Scottish / UK Economies Highly Integrated  SCOTLAND  VOTE  REFERENDUM;fear
Cameron's Herz würde brechen, wenn Schottland die Union verlässt. Wenn's weiter nix ist.  referendum  ScotlandDecides;anger
morna_erin Are u voting YES or NO  referendum;fear
convix  referendum is a constitutional right and therefore must be done;anger
..and secondly because there's no impartial advice available which informs their choice. It's been doomed from the start.  referendum;fear
 Referendum thoughts: the question as it's phrased should never have been asked, firstly because most voters aren't qualified to answer..;anger
Filming an interview with Cameron about how he hopes to save the union  referendum  scotlandpic.twitter.com/Y60nf2MW33;fear
"globeandmail: Scotland’s vote on independence: What you need to know "" at least the question is simple  referendum""";joy
Martin_Belk sadly everyone claims to be telling the truth from both sides of  referendum but the truth is exactly what has been lost;sadness
Per què 9N? Pq l'Estatut és minoritari i està sense  referèndum: in  constitucio nalitat 152.2 i delicte 542 Codi Penal SASam1714 diariARA;anger
Something fishy going on over  referendum at MSN UK  AlexSalmondpic.twitter.com/xiTzSrVHWt;fear
. ARApolitica diariARA No veiem que Societatcc exigeixi  referèndum vinculant 152.2  Constitució pq s'acabi el frontisme oraclecatradio;anger
L'Estatut sense obligat  referèndum 152.2 des del 2010 no és delicte 542 Codi Penal? CatDiuProu diariARA elpuntavui 324cat naciodigital;anger
Scotland Decides: The Economics Of The Unknown …  ScottishIndependenceReferendum  Referendum  News;fear
Miklenić:Nadam se da će hr javnost prepoznati da je to jedni put da se u Hrvatskoj omoguće stvarne promjene i veća demokracija  referendum;anger
The future economy for Indy Scot? Investors pull cash ahead of Scots vote -  Referendum;fear
In nine days time I will wake up proudly English and living in England!  referendum  scottishindependence  YesScotland  NoScotland;joy
"Swoją drogą miło będzie obserwować na miejscu reakcje na wyniki  referendum w Szkocji. Emocji zabraknąć nie powinno ;)  polityka  Londyn";fear
John major using anniversary of ww1 to try to manipulate Scots into no vote. How low will they go?  referendum;fear
A marketing perspective on the  referendum : 'Why the Scots Would Be Mad to Vote for Independence (Not That I Care)';fear
Looking for families divided by  referendum - please message me if that's you  YesScotland  bettertogether;fear
 ICM poll was a rarity in getting close to the AV  referendum result. When they publish their  indyref poll, I will pay close attention.;sadness
 BP Agrees With  IanWood Statement Claiming  NorthSea Forecasts Have Been Inflated By Yes Camp  SCOTLAND  VOTE  Independence  Referendum;fear
Scotland referendum looms over financial markets ahead of Mark Carney grilling -  apollo  economy  referendum  news;fear
The  referendum - Not so much who you'd vote for, but who you'd feel less likely to egg should you ever meet. It's a close call...;joy
100  SME leaders sign Business for Scotland's declaration for independence today. The temperature is rising...  referendum BizforScotland;fear
Pics - Salmond and SIllars together for Team Yes …  indyref  snp  yesscot  yesscotland  independence  referendum;fear
David_Cameron v AlexSalmond. Come to puregymexchange for a 60 minute session, fittest man gets my vote.  undecided  referendum;joy
Any idea on the UK Trident warheads in Scotland and how the vote could influence decommission or transportation?  Scotland  referendum;fear
Zielony Magazyn Europejski - AdamRamsay w kolejnym artykule na temat szkockiego  referendum niepodległościowego:;fear
Isn't it rather dangerous, allowing a vital economic decision to be made by persons who may not understand its ramifications?  referendum;sadness
Didn't know bagpipes are played 24/7 in Edinburgh, as it seems on  SkyNews broadcast  referendum  UK  HM;fear
David_Cameron getting all Machiavellian, going to Scotland to remind the Scots of Westminster = lose the  referendum = far easier elections;anger
8 days to go  referendum;joy
If the vote goes yes next Monday who's going to get the contract to refurbish Hadrian's Wall?  HadriansWall  Referendum  ScottishBorders;fear
This is how the UK Map may look like post the  referendum …;fear
"as useful as a boil on a scrotum"" lol theJeremyVine  referendum in stitches here!""";anger
Dont forget Salmond lived in Donald Trumps rectum...he's no more trustable than any other politician.  Referendum;fear
'  Scotland  vote appears to be defying usual  referendum swing' says INLOGOV's Chris Game  ScotlandDecides;fear
 EU  Commission indicates it's right alone to decide  TTIP. This takes power from Westminster in many ways.  Referendum anyone???;sadness
 SumItUpInOne and share an image, a song, a gif or a word about the  indyref in the KILTR  referendum channel: …;anger
Check what youngsters think about  indyref Their vote will play a key rol in the coming  referendum;fear
MachelWaikenda is the election body the only bone of contention?  referendum  okoakenya  PesaMashinani;fear
Tally-Ho! Westminster on the Hunt for No Votes in Scottish Referendum …  indyref  ScotlandDecides  Scotland  Referendum;anger
Party leaders away day to  Scotland is worthy of a Dad's Army Script... Don't Panic!!!  referendum  UKpic.twitter.com/l0dKUSOJpr;fear
Northern Ireland is as far away from  Westminster geographically as is lowland  Scotland yet many there still cherish  TheUnion  Referendum;sadness
Joey7Barton Joey, what's your thoughts on Scotland becoming independent? If you were Scottish, what would you do?  referendum;fear
Scameleggbland going north of the border will surely convince the Scots to vote Yes.  angrymob  pitchforks  referendum;fear
The last  referendum debate from MumsnetTowers today - post questions for Darling and Salmond here:;fear
hahahaha at ward reps spen 2M to learn facebook hahaha  pesamashinani KABISA  referendum lazima;anger
Scotland has never been more popular in its live, its well seen their looking for votes  referendum;joy
Now that I'm in  England, am hoping  Scottish  referendum works for the best for ordinary people on all sides. Regardless of 'yes' or 'no'.;fear
Referendum Scozia: le ragioni liberali per l’indipendenza | The Fielder: .VBAln_e59SI.twitter …  Indipendenza  scozia  referendum;sadness
And what about the blue on the Union Jack? Not gonna lie I'll be devastated if we lose that!  referendum;anger
Wenn Expert_innen warnen ist d mit Vorsicht zu genießen. Die bedienen eher die Interessen ihrer Auftraggeber_innen.  Referendum  Schottland;anger
.. Vote for what you know, not for what you don't know.  referendum  followthefacts;fear
Richard Northedge says that a Scottish Yes vote will help the Tories: …  indyref  Independence  referendum  Scotland;fear
 Political leaders head to  Scotland to face down  independence surge  referendum;fear
Local baker creates sweet treats so you can show how you'll be voting in next week's  referendum - FifeToday …;joy
In the  referendum  vote to make  Scots who live in Wales foreigners when they visit Scotland.;joy
An  IndependentScotland? My article about the debate on BloomsburyBooks-published IZAWorldofLabor:  referendum;fear
So does a YES vote in the referendum mean Scottish whisky gets cheaper if I drive up and buy it ?  referendum;fear
If Scotland vote  yes the average life expectancy rate in the UK will go up 25 yrs.  referendum  chips  deepfriedmarsbars  heroin;fear
AndyMurrayDes tent_london Yes and No?  referendum;fear
Vote now in our  poll: Would you like to see  Scotland remain part of the  UnitedKingdom?  referendum …;fear
Glad I'm not Scottish as I would not know what to vote  scottishindependence  scotland2014  referendum;fear
"the referendum vehicle has space for all kenyans.Arab Mibei"" RT Etalephil Rift Valley set to say YES to  Referendum. This is good news.""";fear
 referendum Yes or No, make up your mind and VOTE. This is too important a decision to be undecided. Ask questions if you are unsure.;fear
traversetheatre will be hosting  Referendum Week from 16-20 Sept feat. plays from DavieGreig and John McCann;joy
This is how  UK Map will look without  Scotland. …  Scottish  Independence  Referendum from UK;anger
Enabling the ordinary person to make decisions on things he/she doesn't really understand. Bad idea  referendum;sadness
surely a  referendum on the future shape of the  UK should include ALL people from the UK?  scottishindependence;fear
Is sending hated people to  Scotland going to help?  referendum  payrises  nurses  MPSpic.twitter.com/2IrGL6cFXA;fear
Last call for Fort William Community Conversation on  referendum tonight in Nevis Centre at 7:30pm pic.twitter.com/4BXo6DrQEu;fear
Maybe if Scotland go independent they'll have to start paying to go to university  notbitter I say let them go!  referendum;fear
Forgot to say, come ooooon  Scots, be  independent! Vote  Yes during  referendum, just remember a Braveheart film!;fear
I find it strange that a Scottish person living in London can't vote but a Romanian living in Glasgow for six months can  referendum;fear
The perspective of Scotland leaving the union makes me so sad. Why create divisions?  referendum;sadness
";) The only word left 2 describe this Scottish referendum campaign is 'bizarre'  eu  referendum  independentscotland";anger
 Fallecimiento  Botin  Referendum  Escocia  YES  Cataluña  diada  Podemos creciendo  Guerra estados islamistas  Septiembre  negro  Economía?;fear
I think if Scotland vote for  Independence in the  Referendum after I finish Uni I will move up there (no joke)  IndependentScotland!;fear
How would the UK fare without Scotland?  Indepence  Referendum;fear
Whatever the outcome of the  referendum, politics in the UK has to change, the system doesn't work, people are disillusioned.  indyref;anger
Alex Salmond coming soon! Lol  18th  referendum  scotland;anger
Speculatie v d Dag: bood Dave Cam Her Maj zijn ontslag aan in geval Schotland volgende week Unie met Engeland opblaast?  referendum;joy
 referendum if you are English and live in Scotland and the vote is yes how do you remain English I.e. an immigrant in the new Scotland?;fear
 referendum WithersLLP's Matthew Wood quoted by eprivateclient on survey of wealth managers' on referendum vote …;fear
Downing Street schafft es nicht, die schottische Flagge zu hissen. Mehr kann man über Stimmung vor dem  Referendum nicht sagen,  flaggate;anger
"Cameron's message to Scotland. Vote No or the puppy gets it""  referendum pic.twitter.com/ANMUAENBfc""";fear
I'm going to hold a  referendum on what to have for breakfast. Porridge or bagels.  Lifechanger;anger
"Too often ignored are concerns about correcting the UK’s social, political and economic imbalance""  referendum """;fear
"DON'T GIVE UP""  HongKong  HK852  Liberty  Democracy  1Vote  people  CivilRights  Referendum… """;anger
bbc5live Are these 2 fighting like schoolboys supposed to be convincing the undecided? Neither give me any hope.  referendum;anger
BBCNews Gloves off as the English establishment throw the kitchen sink to keep Scotland, more anti-yes rhetoric, no rationale  referendum;sadness
With nothing but a pending  referendum in the news Anarchy in the UK seems an appropriate soundtrack for today  IndependentScotland;fear
Fairly sure a former Tory PM appearing to hint that Scottish voters aren't all that bright isn't going to help the no campaign.  referendum;joy
Looks like  Scotland is going to sneak out the back door while  Westminster was sleeping.  referendum  IndependentScotland;anger
Dr Radło  SGH:  Szkocja  referendum secesjoniści wskazują, że więcej dają do budżetu UK niż zyskują PolskieRadio24 …;fear
Scotland getting independence will be as much use as sex advice from Susan Boyle  Scotland  referendum;sadness
Logisch, dass Schotten die Unabhängigkeit von GB wünschen. Findet  Schottland-Kenner Wolfgang Klevenhaus  referendum;anger
"oldgitinchief truemagic68 Here's another problem … the biggest bicameral crisis since 1910""  referendum""";fear
Political leaders head to Scotland to face down independence surge  referendum.;fear
 Scotland  referendum - With less  Tory MPs in Scotland than Pandas, does  Cameron care about a  Yes vote? He'd be better off!  LyingTory;fear
Why did Cameron write his plea to Scots in the D Mail and not a Scottish paper? Prick  referendum;anger
oldgitinchief truemagic68 Heart over Head (stuck in the sand) may well rule the day. Sadly, we'll all rue the day.  referendum;sadness
Cameron & co step up their effort to retain Scotland. Oh dear, final nail in the coffin?  referendum. Give us a chance Cam, steer clear ...!;anger
Old certainties crumble as Westminster cracks up …  Scotland  referendum  politics  economics  society;fear
Bet the Scottish police are delighted to organise security for 3 leaders visiting with 48hrs notice. Great use of my taxes.....  referendum;fear
BBCr4today I remember it was *cameron* that insisted on just in or out choice on the  referendum. All of this is his fault.;fear
Bid to stop signature drive meets resistance  referendum  Kenya;fear
You'd think that if the party leaders want to show why we are 'better together' then they would travel and campaign together?!  referendum;fear
"Stupid  referendum comment of the day: Salmond has promised free child care so that's enough for me to vote Yes"". FFS.""";fear
Firms set for  Scottish independence shake-up - regardless of  referendum  UKNews;fear
rachelburden JPonpolitics tonylivesey bbc5live keep hearing about what it all means for Scotland but what effect on England  referendum;anger
Of course the queen is not saying anything about the  referendum she will be siding with David Cameron who is her 5th cousin  VoteYes;fear
"UK party leaders will today campaign in Scotland for a No"" vote in independence  referendum. Cameron, Clegg and Miliband all due there""";fear
The Scotsman Who Forced the U.K. to the Brink of Disunion - WSJ …  Scotland  England  UK  Britain  Referendum;fear
English towns urged to fly the Saltire to say: ‘Don’t go’  Referendum:Cross of StGeorge England's Flag  Milliband! …;fear
The British union, cemented with wealth looted from India, is past its use-by date  Scotland  Referendum  indyref;fear
Scottish  referendum: World’s first vote on economic  inequality  Scotland …;fear
Undecided about the referendum, then asking someone who is a yes campaigner to explain things. Yeah, because that makes sense.  referendum;sadness
Free  Scotland  referendum  yes;fear
Don't think you can pin this one as a activity somehow!  referendum … FAB news tho!!;fear
Just watched Kevin bridges on bbc iplayer  referendum pure dead brilliant havnt laughed so much for a long time;joy
What do you think? Will Scotland vote yes?  Scotland  UK  Britain  London  AlJazeera  Referendum  Separation;fear
«The latest poll, published by TNS, puts the yes vote at 38%, only one point behind no on 39%»  scotland  referendum;fear
I feel like they're handling this  referendum thing so badly. It's like, the worst flirting ever. They're not even playing hard to get.;sadness
My Mother is English, my father is Scottish, my concerns on the vote are higher than ever but my decision no nearer  scotland  referendum;fear
Monarch 'above politics' Palace says, so bugger off sloppy salmond!!  referendum  nothanks  voteno …;fear
If it's all tied after the vote will they have a penalty shoot out.  referendum;fear
2 reasons to laugh at a Yes vote.1) a massive kick in the bollocks for the 3 main parties. 2) It'll never succeed.  referendum;fear
If scotland leaves the uk will I still be able to watch scotch and wry?  independanceproblems  referendum;joy
Surprise moment thanks to Scotland  referendum: finding myself agreeing with both George Galloway and John Redwood at same time  newsnight;fear
 Scottish  referendum: the men who will be consulted on whether the  Queen should speak out…;anger
 indyref  scotnight  yes  YesScotland  referendum  ScotlandDecidespic.twitter.com/BOCY4wKWx7;fear
 Proms should  celebrate Britain ahead of  referendum: Proms in the Park may represent the “last chance” that…;fear
hahahaha soooo funny  YesScotland  ScotlandDecides  VoteYes  referendum pic.twitter.com/A4pt870y09;sadness
Let's have a twitter  referendum poll..Yes or No!;sadness
I think I'm voting yes and that scares me  referendum;fear
They're going to parachute the Queen into Scotland in just like at the Olympic ceremony  referendum  scotlanddecides bbcnews skynews;fear
 scotish  referendum how can two people with names of fish  salmon and  sturgeon split up the uk.  better  together;fear
shhmurrrr: my main problem about if we go independent is that we might not get the BBC  referendum  plsdontleaveus;fear
The Truth  Yes  Scotland  Referendum  Independence  Aye  Dundee  Glasgow  Aberdeen  Edinburgh  Stirling  Perth  SNPpic.twitter.com/a15ie50whv;fear
As with the  European  Constitution  Referendum. Again the  Arrogance of sitting  Politicians provokes a vote for the  ScottishIndependence.;fear
 Spain's govt. says it is ready to prevent an evil threat to  Democracy -> the people of  Catalonia voting in a non-binding  referendum!;anger
10 Scottish people who can't vote in the independence referendum  scotland  referendum  scotschoice;anger
"If  Scotland votes Yes or No ?  referendum Get Down To  Whiskey "" ( Rawa Blues Poland ) …""";sadness
 referendum I'm a Leith lad, not much phases me. However the idea we'll reject independence causes an unutterable fear & sorrow;fear
Watching Kevin Bridges soooo funny  referendum;joy
Betty say YES !!  referendum  scotland  voteyes;fear
Are we saying YES or NO?  referendum;fear
Should England and Wales vote Yes??  scotland  referendum;fear
If the  Scots vote yes, there are probably consequences for your#Ireland.  Referendum;fear
True.  scaretactics  theyhaveshittheirlittlelacepanties  VOTEYES  YES  independence  referendum  burns;fear
 Анекдот После отделения от Великобритании, независимая  Шотландия вступит в Таможенный Союз.  YesScotland  referendum  референдум  yes;fear
Referendum debate for NHS fab discussion bout our country  referendum pic.twitter.com/jnLFDFaL1H;fear
Will  Scotland make history? Read my first article for TeenEconomists here: …  referendum  politics  ScotlandDecides;fear
"Cameron spent 5 years in opposition talking about Broken Britain"". Now he's on the verge of overseeing its break up.  indyref  referendum""";fear
If I vote yes will we still get irn bru or will England get that in the divorce ? Can England take lulu and rod Stewart  referendum;fear
 Scottish independence: Vote  Yes and get the Tories …?  BetterTogether  ScotlandDecides  Scotland  Referendum;fear
If the politicans are daft enough to give the Scots a  referendum why they now panicking about consequences? They'll encourage a yes vote;fear
martin_compston been excellent on BBC3 tonight.  referendum  debate  3stoogies;fear
Referendum Scozia: le ragioni liberali per l’indipendenza | The Fielder: .VA9RpBwUCFc.twitter …  scozia  indipendenza  referendum;sadness
AlexSalmond HONEST ANSWER, WOULD U SAY THERES MORE OIL ON MA TITS OR IN THE  NORTHSEA?? XX  fathairymiley  referendum  importantquestions;fear
RT bbcouch Could disabled people influence the Scottish  referendum, asks BBC Scotland's Ian Hamilton;anger
Are you voting? Are you  VOTING YES Or No ?  Scotland  Referendum Is Salmon fishy? or is darling akin to diabetes 'sweet talk'?  STANDOUT;fear
If Scotland votes for independence: the key questions answered  scotland  referendum;fear
If a visit from Cameron, Miliband and Clegg won't swing it to a yes vote I don't know what will. Oh they're for the no campaign  referendum;fear
 Independence will help no-one, and only make us suffer. Vote No cousins!! …  Scotland  referendum;fear
KideroEvans Do u support  Referendum plan? citizentvkenya HusseinMohamedg  TheBigQuestion;fear
If there's a yes vote, I'm selling my 6 year old Mazda to fund a town house in Edinburgh.  propertycrash  ScotlandDecides  referendum;fear
Looking forward to the now regular  GlasgowHour - let's avoid  referendum debate and focus on  Facilities  Management! Far more interesting!;fear
Selling my vote for 20 quid  referendum;fear
Well we know what our neighbours are voting in the  referendum all last night it was YES YES YES  ScotlandDecides;fear
Whatever the  referendum brings, it s great to watch the Westminster neoliberal elite and their  UKIP cronies looking like rabbits right now;joy
See how the  PPWeek Scotland  referendum  voting highlighter may help the voters decide? YES or NO?;fear
consulted the magic 8 ball in private study and THREE times it said to vote for independence  politics  referendum  mystical  magic;fear
The UK Government does not like to think about  Wales and the  referendum is making it worse. We are being completely forgotten again.;fear
 referendum Have Scotland forgotten TeamGB 'a success in 2012?  Rio2016 will be a non starter if they vote Yes;fear
Telegraph Clearly demonstates the  Conservative Party are scared of democracy. How can they be trusted for a fair  EU  referendum?;fear
 referendum Scottish friend, lives in London, not allowed to vote. American friend in Glasgow, pays taxes = No vote  Democracy haha!;anger
When Scotland go independent I hope that normal service is resumed... And freddos are back to 15p!!  referendum  itsanabomination;fear
AndrewCollins ElisThomasD UK politicians R in a upside down going backward situation, throwing their toys out of their prams  Referendum !;sadness
Why don't us  Brits get to vote whether we want to keep  Scotland as part of the UK or not? Just a thought  referendum;fear
Half the buggers across the border don't accept the Scottish £ anyway!  scottishindependence  ScotlandDecides  referendum;joy
Any Scottish families of 4 divided on  referendum? If 2 are going to vote YES and 2 NO, a national paper wants your story. GOOD fee. PlsRT;fear
"Kind of feel sorry for the Scots. YES and they feck themselves for generations; NO and they'll look all mooth and nae troosers.  referendum";fear
PM question time cancelled so Cameron And the rest can come up here to tell us vote NO looks like panic is setting in !  referendum;fear
"Ed Miliband has started to say the word Scotland"" in a Scottish accent  referendum""";anger
" Referendum: is the gerund of the Latin verb refero"" and has the meaning - ""bringing back"" - i.e. bringing the question back to the people.""";anger
If the  referendum goes yes.. Cameron must go to the country. The coalition can only look to itself for disaffection and empathy meltdown;fear
Irish Times:Scotland’s right to self determination  ScotlandDecides  YesScotland  NoScotland  scotland  referendum …;anger
Strikes me as bizarre that the SNP thinks it can hold onto the pound if Scotland becomes independent. Can't pick and choose!  referendum;anger
 Scotland  referendum: 'no' campaign didn't inspire BUT 'yes' has zero economic/  currency strategy. Mediocre politics …;fear
 referendum every body now thinks there a politician pic.twitter.com/pYYaYdEcEz;fear
SkyNews i love these little music montages your putting up to do with the  referendum brilliant;joy
Scotland being offered more powers if we vote against gaining more powers  referendum  panicmerchants;fear
David_Cameron Ed_Miliband nick_clegg go to  Scotland to  campaign against  independence  referendum:  indyref  UK;fear
" Scotland I'm leaving""  England ""I'm pregnant""  referendum vs  RoyalBaby""";fear
 lulz, the fear on losing  power and  control...and  money! September 08, 2014 –  uk  scotland  referendum  indyref;fear
Primark is clearly gearing up for the referendum. St Andrews everywhere  referendum  novote;fear
 scottishindependance  yesscotland  indyref  referendum  yes;fear
Lol!!  RoyalBaby  referendum pic.twitter.com/m0egAIXBJR;anger
'Scotland's what?' US caught napping as Scots prepare to vote on independence  Scotland  referendum  independence;fear
Brainstorming for ayeland  ayeland  scotland  referendum  vote  djcad  yes  ied  park(ing)day;fear
How should EU react to Scottish referendum and possible Catalan statehood move?  Scotland  Catalonia  Referendum  Independence;anger
Vote 'Yes' Campaigners prepare to celebrate ! :-)  referendum  bettertogether  ScotlandDecidespic.twitter.com/aXKRtkgQDR;fear
Big question looms over us here in Scotland! Is it a  Yes to the new iPhone 6 or do we stick with the status quo?  referendum  iPhone6Launch;fear
My head hurts.  ScotDecides  referendum  indyref;fear
Rachel_Lynchx True that. There's this  referendum to stress over AND the all-Ireland final.  brutal :-);fear
Right now in  Scotland -  Independence,  Independent,  plan,  vote,  referendum - more at;fear
jos  referendum po ? 1.dati status fakulteta  skupstina 2 akreditovati gledanje  skupstina  piece_of_cake =48 bodova Svi  nebeski=VSS;anger
"Leader of Republican Left of Catalonia -second largest party in region - calls for civil disobedience"" if  referendum not allowed by Madrid""";anger
 referendum how will education be affected in the event of a YES vote?;fear
" Referendum in  Schottland: Was passiert bei einem Yes""? - N24 …""";fear
Our new cover. Sadly gsnowdon cooked up his Great Scottish Break-Off headline after we'd gone to press  referendum pic.twitter.com/FhKRrDoczQ;sadness
3 Wise Men Head to  Scotland  …  referendum  UK  braveheart;fear
Snap, Crackle and Pop attempt to break Scot market. Many suggest Porridge is still the front runner...  referendum pic.twitter.com/ZePUdaqHoB;anger
FreeGrom at Snow Factor - Will you use the yes poma no poma?  Referendum  Scotland;fear
Catalans, Flamands, Québécois.. tous regardent vers Edimbourg  referendum  indépendantistes  séparatisme  vote  états …;fear
Why voting YES is in the best interest to tackle child poverty in Scotland …  scotland  referendum CPAGScotland;fear
. BernatGarlaire oraclecatradio Ni que volgués no pot. El  referèndum de  Catalunya ja està regulat a la  Constitució art.152.2 elpuntavui;anger
nadiakhaan BBC is no angel, they are playing a same role as GEO when it comes down to Scotland's independence  18september  referendum;anger
Pics- Alex Salmond and Yes in a dozen EU languages media-5714260 …  indyref  snp  yesscot  yesscotland  eu  referendum  independence;fear
Feel  disappointed with  Royal Mail!They lost my new  MAC products last week and my form requesting to vote by post in  Referendum missing;sadness
dna if  scotland needs freedom from  uk whats wrong in it, david_cameron  scotland  referendum bbc bbcworld abpnewstv toi dna zeenews;fear
EdwynCollins Why yes? Share your reason on woto_buzz  myworld  myviews  referendum;fear
"iamloddy Dreadful threat to  democracy in Spain: A  referendum. That's right, Spain's govt. considers it illegal "" to vote!  unbelievable""";fear
So Cameron is going to Scotland. I hope that the SNP and the Yes campaign will be paying his expenses.  Scotland  referendum;fear
Happy to see my work on the  Scottish  referendum featured in informeren More to come over the next couple of weeks;joy
Now Ed Miliband is using MillwallFC 's slogan  StrongerTogether for the  NoVote  Referendum .;anger
 Scotland: ‘Yes’ blitzkrieg wipes out ‘No’ lead in the 18.09  referendum read more:;fear
"dailynation  Kenya Our Country, the Land of Everendum""!!!  referendum""";fear
Bayern-Trainer Pep Guardiola ruft die Katalanen zur Beteiligung am Unabhängigkeits-  Referendum auf;anger
Looking for a Scots businessman in Bristol to write a 450-word opinion piece on whether  referendum matters here by Friday. Any takers?;anger
Referendum Scozia: le ragioni liberali per l’indipendenza | The Fielder: .VA7vi7HIeRU.twitter …  indipendenza  scozia  referendum;sadness
